Price,Brand,Model,Power,Efficiency,Link
124.99,Montech,TIS0124,850,80+ Gold,https://amazon.com/dp/B0BPXRBJR6?tag=pcbuilder00-20
149.99,Montech,TITAN GOLD 1000W,1000,80+ Gold,https://amazon.com/dp/B0BPXQZJV4?tag=pcbuilder00-20
169.99,Montech,TITAN GOLD 1200W,1200,80+ Gold,https://amazon.com/dp/B0BPXVJQ8W?tag=pcbuilder00-20
79.99,MSI,A650GF,650,80+ Gold,https://amazon.com/dp/B08PDV45F8?tag=pcbuilder00-20
91.95,MSI,MPGA750GF,750,80+ Gold,https://amazon.com/dp/B08PDZ5ZLT?tag=pcbuilder00-20
139.99,MSI,MPGA850GF,850,80+ Gold,https://amazon.com/dp/B08PDZQZN2?tag=pcbuilder00-20
159.99,MSI,MPGA850GPCIE5,850,80+ Gold,https://amazon.com/dp/B0B4345YV7?tag=pcbuilder00-20
199.94,MSI,MPGA1000GPCIE5,1000,80+ Gold,https://amazon.com/dp/B0B434DB7Y?tag=pcbuilder00-20
268.8,MSI,MPGA1000GF,1000,80+ Gold,https://amazon.com/dp/B09NTQ8TZJ?tag=pcbuilder00-20
279.38,MSI,MEGAI1000PPCIE5,1000,80+ Platinum,https://amazon.com/dp/B0B433KXLJ?tag=pcbuilder00-20
349.99,MSI,MEGAI1300PPCIE5,1300,80+ Platinum,https://amazon.com/dp/B0B433ZCRP?tag=pcbuilder00-20
167,NOX,Hummer 650,650,80+ Bronze,https://amazon.com/dp/B00LALXQDG?tag=pcbuilder00-20
89.99,NZXT,PA-6B1BB-US,650,80+ Bronze,https://amazon.com/dp/B09H3KMQZ6?tag=pcbuilder00-20
79.99,NZXT,PA-6G1BB-US,650,80+ Gold,https://amazon.com/dp/B09YZ2THMB?tag=pcbuilder00-20
179.99,NZXT,C650,650,80+ Gold,https://amazon.com/dp/B082DYQCZC?tag=pcbuilder00-20
109.99,NZXT,C750,750,80+ Gold,https://amazon.com/dp/B09YZ25M7L?tag=pcbuilder00-20
118.55,NZXT,C750,750,80+ Gold,https://amazon.com/dp/B082DYTR5Z?tag=pcbuilder00-20
125.86,NZXT,C850,850,80+ Gold,https://amazon.com/dp/B082DYDHSZ?tag=pcbuilder00-20
134.99,NZXT,PA-8G1BB-US,850,80+ Gold,https://amazon.com/dp/B09YYZPVXB?tag=pcbuilder00-20
259,NZXT,NP-1PM-E850A-US,850,80+ Gold,https://amazon.com/dp/B07CGCFWJY?tag=pcbuilder00-20
99.99,PC Power & Cooling,FPS0600-A2S00,600,80+ Bronze,https://amazon.com/dp/B075P6T9ZT?tag=pcbuilder00-20
190.36,PC Power & Cooling,Silencer 1050,1050,80+ Platinum,https://amazon.com/dp/B077YXBMTC?tag=pcbuilder00-20
270,PC Power & Cooling,Silencer 1200,1200,80+ Platinum,https://amazon.com/dp/B075SMMWRK?tag=pcbuilder00-20
108.99,Phanteks,AMP 650,650,80+ Gold,https://amazon.com/dp/B07W8ZS9HF?tag=pcbuilder00-20
119.99,Phanteks,AMP 750,750,80+ Gold,https://amazon.com/dp/B07W5RSX99?tag=pcbuilder00-20
169,Phanteks,Revolt Pro,1000,80+ Gold,https://amazon.com/dp/B07J64QRVH?tag=pcbuilder00-20
169.99,Phanteks,PH-P1000G_02,1000,80+ Gold,https://amazon.com/dp/B0BWPL4N3Q?tag=pcbuilder00-20
169.99,Phanteks,PH-P1000G_WT02,1000,80+ Gold,https://amazon.com/dp/B0BWQ5V6RR?tag=pcbuilder00-20
199.99,Phanteks,PH-P850PSF_02,850,80+ Platinum,https://amazon.com/dp/B0BVNY4LKY?tag=pcbuilder00-20
229.99,Phanteks,Revolt X 1000,1000,80+ Platinum,https://amazon.com/dp/B07H7LHKBR?tag=pcbuilder00-20
240.23,Phanteks,Revolt X,1200,80+ Platinum,https://amazon.com/dp/B07H7K5C8W?tag=pcbuilder00-20
109.99,PHANTEKS THERMAL SOLUTIONS,PH-P650GSF_US01,650,80+ Gold,https://amazon.com/dp/B09ZGNZTTX?tag=pcbuilder00-20
84.99,PowerSpec,PS 750BSM,750,80+ Bronze,https://amazon.com/dp/B08YYJHNMH?tag=pcbuilder00-20
155,PowerSpec,PS 650GSM,650,80+ Gold,https://amazon.com/dp/B089BVV82M?tag=pcbuilder00-20
89.99,PowerSpec,PS 750GFM,750,80+ Gold,https://amazon.com/dp/B07FB38B8R?tag=pcbuilder00-20
29.99,Raidmax,RX-300XT,300,80,https://amazon.com/dp/B0714K8QLJ?tag=pcbuilder00-20
59.99,Raidmax,Cobra,500,80+ Bronze,https://amazon.com/dp/B00HK74EPS?tag=pcbuilder00-20
64.99,Raidmax,RX-735AP,735,80+ Bronze,https://amazon.com/dp/B076QHHB6X?tag=pcbuilder00-20
54.99,Raidmax,RX-730SS,730,80+ Gold,https://amazon.com/dp/B0055EIIXW?tag=pcbuilder00-20
49.99,Raidmax,RX-530SS,530,,https://amazon.com/dp/B000TYN2PC?tag=pcbuilder00-20
349.99,Razer,RC21-01840200-R3UT,850,80+ Platinum,https://amazon.com/dp/B0B6Y8Y1RL?tag=pcbuilder00-20
389.99,Razer,RC21-01840400-R3UT,1200,80+ Platinum,https://amazon.com/dp/B0B6YFBMVW?tag=pcbuilder00-20
80,Rosewill,RG430-S12,430,80+,https://amazon.com/dp/B004GLBID2?tag=pcbuilder00-20
170,Rosewill,RG530-S12,530,80+,https://amazon.com/dp/B004GL4UZK?tag=pcbuilder00-20
52.7,Rosewill,ARC 450,450,80+ Bronze,https://amazon.com/dp/B00KJMD038?tag=pcbuilder00-20
49.99,Rosewill,Glacier 500M,500,80+ Bronze,https://amazon.com/dp/B00S8NO7OQ?tag=pcbuilder00-20
49.99,Rosewill,CFZ500,500,80+ Bronze,https://amazon.com/dp/B08RQJQTDJ?tag=pcbuilder00-20
50.99,Rosewill,ARC 550,550,80+ Bronze,https://amazon.com/dp/B00KJMD272?tag=pcbuilder00-20
59.99,Rosewill,Hive-550S,550,80+ Bronze,https://amazon.com/dp/B005ILWY9G?tag=pcbuilder00-20
62.61,Rosewill,Glacier 600M,600,80+ Bronze,https://amazon.com/dp/B00S8NOAJ8?tag=pcbuilder00-20
62.99,Rosewill,CFZ600,600,80+ Bronze,https://amazon.com/dp/B08RSBVZMZ?tag=pcbuilder00-20
60.99,Rosewill,ARC 650,650,80+ Bronze,https://amazon.com/dp/B00KJMD4L6?tag=pcbuilder00-20
69.99,Rosewill,Hive-650S,650,80+ Bronze,https://amazon.com/dp/B005ILWYJQ?tag=pcbuilder00-20
89.99,Rosewill,Glacier 700M,700,80+ Bronze,https://amazon.com/dp/B00S7UU0UA?tag=pcbuilder00-20
76.99,Rosewill,ARC 750,750,80+ Bronze,https://amazon.com/dp/B00KJMCXOA?tag=pcbuilder00-20
79.99,Rosewill,CFZ750,750,80+ Bronze,https://amazon.com/dp/B08RQZTZG5?tag=pcbuilder00-20
99,Rosewill,Glacier 850M,850,80+ Bronze,https://amazon.com/dp/B00SAYCOYI?tag=pcbuilder00-20
99.99,Rosewill,HIVE-850S,850,80+ Bronze,https://amazon.com/dp/B00N2KAOW4?tag=pcbuilder00-20
114.99,Rosewill,RBR1000,1000,80+ Bronze,https://amazon.com/dp/B003J89V0A?tag=pcbuilder00-20
77.99,Rosewill,PHOTON-550,550,80+ Gold,https://amazon.com/dp/B00NWW3WVW?tag=pcbuilder00-20
89.95,Rosewill,LEPTON,600,80+ Gold,https://amazon.com/dp/B077PZG8F5?tag=pcbuilder00-20
140,Rosewill,VALENS-600,600,80+ Gold,https://amazon.com/dp/B00PGV4Q62?tag=pcbuilder00-20
99.99,Rosewill,CAPSTONE-750,750,80+ Gold,https://amazon.com/dp/B006BCKHIQ?tag=pcbuilder00-20
169,Sea Sonic,SS-850HT,850,80+ Silver,https://amazon.com/dp/B003HE7K36?tag=pcbuilder00-20
62.92,Seasonic,SS-300TFX,300,80+ Bronze,https://amazon.com/dp/B004JUVNVC?tag=pcbuilder00-20
67.61,Seasonic,SSP-300TBS,300,80+ Bronze,https://amazon.com/dp/B06XW8HK71?tag=pcbuilder00-20
104.44,Seasonic,SS-300ES Bronze,300,80+ Bronze,https://amazon.com/dp/B00512IXNI?tag=pcbuilder00-20
98,Seasonic,SS-400ET BRONZE,400,80+ Bronze,https://amazon.com/dp/B004GWZRRO?tag=pcbuilder00-20
64.99,Seasonic,S12III,500,80+ Bronze,https://amazon.com/dp/B07MWG3911?tag=pcbuilder00-20
98.68,Seasonic,S12II 520 BRONZE SS-520GB,520,80+ Bronze,https://amazon.com/dp/B00390P1NO?tag=pcbuilder00-20
79.99,Seasonic,S12III,550,80+ Bronze,https://amazon.com/dp/B07MWGZT5N?tag=pcbuilder00-20
99.81,Seasonic,SS-600ES,600,80+ Bronze,https://amazon.com/dp/B0065SHMYI?tag=pcbuilder00-20
128.04,Seasonic,SS-600ET,600,80+ Bronze,https://amazon.com/dp/B0065SHN8S?tag=pcbuilder00-20
79.95,Seasonic,S12III,650,80+ Bronze,https://amazon.com/dp/B07MWHRG99?tag=pcbuilder00-20
78.95,Seasonic,SSP-300SUG,300,80+ Gold,https://amazon.com/dp/B017XEIJDK?tag=pcbuilder00-20
164.09,Seasonic,CORE-GM-500,500,80+ Gold,https://amazon.com/dp/B07WRDQ2H7?tag=pcbuilder00-20
112,Seasonic,FOCUS Gold,550,80+ Gold,https://amazon.com/dp/B077916ZZV?tag=pcbuilder00-20
121.7,Seasonic,G12-GM-550,550,80+ Gold,https://amazon.com/dp/B084TSDNKT?tag=pcbuilder00-20
127.4,Seasonic,FOCUS,550,80+ Gold,https://amazon.com/dp/B07WQYM74W?tag=pcbuilder00-20
139.6,Seasonic,FOCUS Plus,550,80+ Gold,https://amazon.com/dp/B073GY89G5?tag=pcbuilder00-20
133.99,Seasonic,FOCUS Gold,650,80+ Gold,https://amazon.com/dp/B07793TFW8?tag=pcbuilder00-20
134.44,Seasonic,G12-GM-650,650,80+ Gold,https://amazon.com/dp/B07WTXYHY5?tag=pcbuilder00-20
139,Seasonic,FOCUS Plus,650,80+ Gold,https://amazon.com/dp/B073H33X7R?tag=pcbuilder00-20
144.99,Seasonic,CORE-GM-650,650,80+ Gold,https://amazon.com/dp/B07WVMT2RZ?tag=pcbuilder00-20
146.94,Seasonic,FOCUS,650,80+ Gold,https://amazon.com/dp/B077J9QTDR?tag=pcbuilder00-20
169.99,Seasonic,SSR-650SGX,650,80+ Gold,https://amazon.com/dp/B07JVQQK69?tag=pcbuilder00-20
135.95,Seasonic,FOCUS,750,80+ Gold,https://amazon.com/dp/B0778XF1HL?tag=pcbuilder00-20
139.99,Seasonic,FOCUS Plus,750,80+ Gold,https://amazon.com/dp/B073GWKDVM?tag=pcbuilder00-20
144.99,Seasonic,ATX3-FOCUS-GX-750,750,80+ Gold,https://amazon.com/dp/B0C5B6PXJ7?tag=pcbuilder00-20
148.45,Seasonic,G12-GM-750,750,80+ Gold,https://amazon.com/dp/B084TSPNR5?tag=pcbuilder00-20
156.17,Seasonic,FOCUS GX-750,750,80+ Gold,https://amazon.com/dp/B077J9G9CH?tag=pcbuilder00-20
159,Seasonic,PRIME 750,750,80+ Gold,https://amazon.com/dp/B075M3N212?tag=pcbuilder00-20
169.99,Seasonic,SSR-750SGX V2(2021),750,80+ Gold,https://amazon.com/dp/B09TDV18HG?tag=pcbuilder00-20
188,Seasonic,VERTEX GX-750,750,80+ Gold,https://amazon.com/dp/B0C572M2SM?tag=pcbuilder00-20
209.45,Seasonic,PRIME GX-750,750,80+ Gold,https://amazon.com/dp/B07XF2JMGW?tag=pcbuilder00-20
157.13,Seasonic,FOCUS Plus Gold,850,80+ Gold,https://amazon.com/dp/B073H3ZZQZ?tag=pcbuilder00-20
162.87,Seasonic,G12-GM-850,850,80+ Gold,https://amazon.com/dp/B084TSBB2R?tag=pcbuilder00-20
169.99,Seasonic,ATX3-FOCUS-GX-850,850,80+ Gold,https://amazon.com/dp/B0C5B888CM?tag=pcbuilder00-20
180.94,Seasonic,FOCUS,850,80+ Gold,https://amazon.com/dp/B07WVMDZMZ?tag=pcbuilder00-20
264.79,Seasonic,PRIME-GX-850,850,80+ Gold,https://amazon.com/dp/B07X9W7ZLY?tag=pcbuilder00-20
194.99,Seasonic,FOCUS Plus Gold,1000,80+ Gold,https://amazon.com/dp/B078T1XSJ1?tag=pcbuilder00-20
204.99,Seasonic,ATX3-FOCUS-GX-1000,1000,80+ Gold,https://amazon.com/dp/B0C5B8B8SL?tag=pcbuilder00-20
206.51,Seasonic,FOCUS GX-1000,1000,80+ Gold,https://amazon.com/dp/B07WVWJW8N?tag=pcbuilder00-20
310,Seasonic,PRIME GX-1000,1000,80+ Gold,https://amazon.com/dp/B07XBVP3DM?tag=pcbuilder00-20
295,Seasonic,Vertex GX-1200,1200,80+ Gold,https://amazon.com/dp/B0BVP4GM9S?tag=pcbuilder00-20
232.27,Seasonic,PRIME FANLESS PX-450,450,80+ Platinum,https://amazon.com/dp/B086PHT9MC?tag=pcbuilder00-20
204.24,Seasonic,PRIME FANLESS PX-500,500,80+ Platinum,https://amazon.com/dp/B0869RSK7X?tag=pcbuilder00-20
138.56,Seasonic,FOCUS PX-550,550,80+ Platinum,https://amazon.com/dp/B07W92T29L?tag=pcbuilder00-20
147.45,Seasonic,FOCUS Plus 550,550,80+ Platinum,https://amazon.com/dp/B074N8YBK9?tag=pcbuilder00-20
156.78,Seasonic,FOCUS PX-650,650,80+ Platinum,https://amazon.com/dp/B07W7YD7D1?tag=pcbuilder00-20
162.67,Seasonic,FOCUS Plus 650,650,80+ Platinum,https://amazon.com/dp/B074N8RG74?tag=pcbuilder00-20
166.99,Seasonic,FOCUS Plus Platinum,750,80+ Platinum,https://amazon.com/dp/B074NB1PBZ?tag=pcbuilder00-20
177.8,Seasonic,FOCUS PX-750,750,80+ Platinum,https://amazon.com/dp/B07W4PLZWH?tag=pcbuilder00-20
219.99,Seasonic,VERTEX PX-750,750,80+ Platinum,https://amazon.com/dp/B0C572J6MZ?tag=pcbuilder00-20
236.99,Seasonic,SSR-750PD2,750,80+ Platinum,https://amazon.com/dp/B075M4SJL6?tag=pcbuilder00-20
247.09,Seasonic,PRIME PX-750,750,80+ Platinum,https://amazon.com/dp/B07XGZW95V?tag=pcbuilder00-20
189.99,Seasonic,SSR-850PX,850,80+ Platinum,https://amazon.com/dp/B074N9FNV2?tag=pcbuilder00-20
237.63,Seasonic,VERTEX PX-850,850,80+ Platinum,https://amazon.com/dp/B0C57385RR?tag=pcbuilder00-20
238.4,Seasonic,FOCUS PX-850,850,80+ Platinum,https://amazon.com/dp/B07W4PMQDJ?tag=pcbuilder00-20
310.93,Seasonic,PRIME PX-850,850,80+ Platinum,https://amazon.com/dp/B07XCZTVMT?tag=pcbuilder00-20
359.99,Seasonic,SSR-850PD (V2),850,80+ Platinum,https://amazon.com/dp/B075M5CPM1?tag=pcbuilder00-20
279.99,Seasonic,VERTEX PX-1000,1000,80+ Platinum,https://amazon.com/dp/B0C571R3V8?tag=pcbuilder00-20
323.84,Seasonic,PRIME TX-1000,1000,80+ Platinum,https://amazon.com/dp/B07WDQTTWH?tag=pcbuilder00-20
393,Seasonic,PRIME PX-1000,1000,80+ Platinum,https://amazon.com/dp/B07XG1QNSR?tag=pcbuilder00-20
408.97,Seasonic,SSR-1000PD (V2) ULTRA,1000,80+ Platinum,https://amazon.com/dp/B075M3B1R7?tag=pcbuilder00-20
325.86,Seasonic,VERTEX PX-1200,1200,80+ Platinum,https://amazon.com/dp/B0C571DW23?tag=pcbuilder00-20
270.6,Seasonic,PRIME 1300,1300,80+ Platinum,https://amazon.com/dp/B0788DL6VN?tag=pcbuilder00-20
509.99,Seasonic,ATX3-PRIME-PX-1600,1600,80+ Platinum,https://amazon.com/dp/B0C57132H5?tag=pcbuilder00-20
532,Seasonic,PRIME-PX-1600,1600,80+ Platinum,https://amazon.com/dp/B09RTF7NWB?tag=pcbuilder00-20
336,Seasonic,PRIME Titanium,600,80+ Titanium,https://amazon.com/dp/B01N9OLE9X?tag=pcbuilder00-20
415,Seasonic,SSR-650TR,650,80+ Titanium,https://amazon.com/dp/B075M468LT?tag=pcbuilder00-20
227.49,Seasonic,PRIME-TX-750,750,80+ Titanium,https://amazon.com/dp/B07WSJW646?tag=pcbuilder00-20
229.99,Seasonic,PRIME 750,750,80+ Titanium,https://amazon.com/dp/B075M3WC9K?tag=pcbuilder00-20
271.99,Seasonic,Prime 850 Titanium,850,80+ Titanium,https://amazon.com/dp/B075M3R4YB?tag=pcbuilder00-20
283.06,Seasonic,PRIME TX-850,850,80+ Titanium,https://amazon.com/dp/B07X9VYLHH?tag=pcbuilder00-20
278.31,Seasonic,Prime 1000 Titanium,1000,80+ Titanium,https://amazon.com/dp/B075M8FH4C?tag=pcbuilder00-20
612,Seasonic,PRIME-TX-1300,1300,80+ Titanium,https://amazon.com/dp/B09RTGD4NZ?tag=pcbuilder00-20
529.99,Seasonic,PRIME-TX-1600,1600,80+ Titanium,https://amazon.com/dp/B09RTFBK1K?tag=pcbuilder00-20
290,Seasonic,SSR-1000PD,1000,,https://amazon.com/dp/B01N4KYU62?tag=pcbuilder00-20
216.36,SeaSonic USA,FOCUS-SPX-750-2021,750,80+ Platinum,https://amazon.com/dp/B09LTDRY2L?tag=pcbuilder00-20
159.99,Segotep,CP-PSU-ST-GF750-SFX,750,80+ Gold,https://amazon.com/dp/B08SLNLQ59?tag=pcbuilder00-20
77.18,Sharkoon,Silent Storm SFX Bronze,450,80+ Bronze,https://amazon.com/dp/B00W4IVZQY?tag=pcbuilder00-20
118.31,Sharkoon,SilentStorm,500,80+ Gold,https://amazon.com/dp/B00W4IVXFW?tag=pcbuilder00-20
138.22,Sharkoon,SilentStorm Cool Zero,650,80+ Gold,https://amazon.com/dp/B07MHXX3PX?tag=pcbuilder00-20
150.49,Sharkoon,SilentStorm Cool Zero,750,80+ Gold,https://amazon.com/dp/B07MBQMKN2?tag=pcbuilder00-20
164.44,Sharkoon,SilentStorm Cool Zero,850,80+ Gold,https://amazon.com/dp/B07MHXXGPL?tag=pcbuilder00-20
149.59,Silver Stone Technologies,ST55F,550,80+ Platinum,https://amazon.com/dp/B076QFZ2TQ?tag=pcbuilder00-20
51.99,SilverStone Technology,SST-SX300-B,300,80+ Bronze,https://amazon.com/dp/B07ZJ19XT3?tag=pcbuilder00-20
63.99,SilverStone Technology,TX300,300,80+ Bronze,https://amazon.com/dp/B06XS9YLTL?tag=pcbuilder00-20
73.99,SilverStone Technology,ST30SF-V2,300,80+ Bronze,https://amazon.com/dp/B01LZFMSFK?tag=pcbuilder00-20
87.19,SilverStone Technology,ST45SF V3,450,80+ Bronze,https://amazon.com/dp/B01LZFMKCI?tag=pcbuilder00-20
55.99,SilverStone Technology,ST50F-ESB,500,80+ Bronze,https://amazon.com/dp/B00PSFDF5O?tag=pcbuilder00-20
47.02,SilverStone Technology,Essential,550,80+ Bronze,https://amazon.com/dp/B071HHSY2M?tag=pcbuilder00-20
97.44,SilverStone Technology,Tek ST70F,700,80+ Bronze,https://amazon.com/dp/B00S5V5C4A?tag=pcbuilder00-20
68.99,SilverStone Technology,Essential,750,80+ Bronze,https://amazon.com/dp/B07F13XYFJ?tag=pcbuilder00-20
109.99,SilverStone Technology,FX350,350,80+ Gold,https://amazon.com/dp/B07CK72QK8?tag=pcbuilder00-20
104.99,SilverStone Technology,Technology,500,80+ Gold,https://amazon.com/dp/B00SD9IORQ?tag=pcbuilder00-20
109.44,SilverStone Technology,SST-SX500-G,500,80+ Gold,https://amazon.com/dp/B075M5FRQS?tag=pcbuilder00-20
144.2,SilverStone Technology,SST-TX500-G,500,80+ Gold,https://amazon.com/dp/B08WT6WCCQ?tag=pcbuilder00-20
69.99,SilverStone Technology,ET550,550,80+ Gold,https://amazon.com/dp/B0762R8WJ4?tag=pcbuilder00-20
109.99,SilverStone Technology,ST55F-G,550,80+ Gold,https://amazon.com/dp/B009FU2A40?tag=pcbuilder00-20
119.99,SilverStone Technology,Essential,650,80+ Gold,https://amazon.com/dp/B0762PGTCH?tag=pcbuilder00-20
126,SilverStone Technology,SST-SX650-G,650,80+ Gold,https://amazon.com/dp/B075M5T9Q8?tag=pcbuilder00-20
122.29,SilverStone Technology,SST-SX700-G,700,80+ Gold,https://amazon.com/dp/B07M6F81J7?tag=pcbuilder00-20
180.99,SilverStone Technology,SST-TX700-G,700,80+ Gold,https://amazon.com/dp/B08WTHF622?tag=pcbuilder00-20
99.99,SilverStone Technology,Essential,750,80+ Gold,https://amazon.com/dp/B0762R8WJ9?tag=pcbuilder00-20
112.94,SilverStone Technology,SST-ET750-HG,750,80+ Gold,https://amazon.com/dp/B078WC5471?tag=pcbuilder00-20
126,SilverStone Technology,SST-DA750-G,750,80+ Gold,https://amazon.com/dp/B091SJBDYC?tag=pcbuilder00-20
142.99,SilverStone Technology,ST85F-GS,850,80+ Gold,https://amazon.com/dp/B07K5Z3W5W?tag=pcbuilder00-20
199.99,SilverStone Technology,NJ450,450,80+ Platinum,https://amazon.com/dp/B07F6JZ9NQ?tag=pcbuilder00-20
125,SilverStone Technology,PS-ST65F-PT,650,80+ Platinum,https://amazon.com/dp/B017WL5UFO?tag=pcbuilder00-20
149.98,SilverStone Technology,SX700 LPT,700,80+ Platinum,https://amazon.com/dp/B01G26SMTQ?tag=pcbuilder00-20
159.71,SilverStone Technology,SX700,700,80+ Platinum,https://amazon.com/dp/B07Y49P3Y4?tag=pcbuilder00-20
139.48,SilverStone Technology,ST75F,750,80+ Platinum,https://amazon.com/dp/B016XMO12G?tag=pcbuilder00-20
159.99,SilverStone Technology,Strider 850,850,80+ Platinum,https://amazon.com/dp/B01GPNHNAA?tag=pcbuilder00-20
218.31,SilverStone Technology,SST-AX0850MCPT-A,850,80+ Platinum,https://amazon.com/dp/B0BDCKFCW4?tag=pcbuilder00-20
223.99,SilverStone Technology,SST-EX850R-PM,850,80+ Platinum,https://amazon.com/dp/B0BQCV927S?tag=pcbuilder00-20
231.36,SilverStone Technology,SST-ST1000-PTS,1000,80+ Platinum,https://amazon.com/dp/B07N4RZRPY?tag=pcbuilder00-20
287.97,SilverStone Technology,SX1000-LPT,1000,80+ Platinum,https://amazon.com/dp/B0919YY7Z6?tag=pcbuilder00-20
238.98,SilverStone Technology,ST1200,1200,80+ Platinum,https://amazon.com/dp/B07N4QD7RM?tag=pcbuilder00-20
671,SilverStone Technology,SST-HA2050-PT,2050,80+ Platinum,https://amazon.com/dp/B09NVR44C1?tag=pcbuilder00-20
359.99,SilverStone Technology,Tek 1500W,1500,80+ Silver,https://amazon.com/dp/B002BH3Z84?tag=pcbuilder00-20
310.55,SilverStone Technology,SST-NJ700,700,80+ Titanium,https://amazon.com/dp/B096N6Y7HP?tag=pcbuilder00-20
229.99,SilverStone Technology,SX800,800,80+ Titanium,https://amazon.com/dp/B01NALZ89C?tag=pcbuilder00-20
172.99,SilverStone Technology,FX600 Platinum,600,,https://amazon.com/dp/B09SKRQ6KC?tag=pcbuilder00-20
47.93,Solid Gear,Neutron,650,80+,https://amazon.com/dp/B00A8ZZUXO?tag=pcbuilder00-20
59.99,Sparkle,FSP300-60ATV,300,80+,https://amazon.com/dp/B0045788AI?tag=pcbuilder00-20
189.99,Sparkle,ATX-300PA-B204,300,80+,https://amazon.com/dp/B001E8FD4K?tag=pcbuilder00-20
47.99,Sparkle,ATX-350PN-B204,350,80+,https://amazon.com/dp/B0015TXJM6?tag=pcbuilder00-20
59.99,Sparkle,FSP350-60GNV,350,80+,https://amazon.com/dp/B0015TS7A0?tag=pcbuilder00-20
188.57,StarTech,ATX2POWER350,350,80+,https://amazon.com/dp/B000FHGW8W?tag=pcbuilder00-20
167.75,StarTech,ATX2PW500PRO,500,80+,https://amazon.com/dp/B000FAPLEA?tag=pcbuilder00-20
89.99,Super Flower,Leadex III,550,80+ Bronze,https://amazon.com/dp/B08H1BWR87?tag=pcbuilder00-20
99.99,SUPER FLOWER,Leadex III Super Pro,650,80+ Bronze,https://amazon.com/dp/B08H1N6SGX?tag=pcbuilder00-20
119.99,Super Flower,Leadex III Super Pro,750,80+ Bronze,https://amazon.com/dp/B08H1BXB4T?tag=pcbuilder00-20
139.99,SUPER FLOWER,Leadex III Super Pro,850,80+ Bronze,https://amazon.com/dp/B08H1CFWZX?tag=pcbuilder00-20
163,SUPER FLOWER,Leadex III,550,80+ Gold,https://amazon.com/dp/B07TGJ58SN?tag=pcbuilder00-20
97.74,SUPER FLOWER,Leadex III,650,80+ Gold,https://amazon.com/dp/B07TJYNGB8?tag=pcbuilder00-20
152,Super Flower,Leadex III,650,80+ Gold,https://amazon.com/dp/B08BJZLCP4?tag=pcbuilder00-20
109.99,Super Flower,Leadex III,750,80+ Gold,https://amazon.com/dp/B07THV8Z1F?tag=pcbuilder00-20
119.99,SUPER FLOWER,Leadex III,750,80+ Gold,https://amazon.com/dp/B08BJZVDP8?tag=pcbuilder00-20
117.29,SUPER FLOWER,Leadex III,850,80+ Gold,https://amazon.com/dp/B07THY11J1?tag=pcbuilder00-20
154.99,SUPER FLOWER,SF-850F14MP Black,850,80+ Platinum,https://amazon.com/dp/B0148D9G68?tag=pcbuilder00-20
234.99,Super Flower,SF-850F14HT,850,80+ Titanium,https://amazon.com/dp/B010IZ0YAW?tag=pcbuilder00-20
319.99,SUPER FLOWER,SF-1000F14HT,1000,80+ Titanium,https://amazon.com/dp/B010IYY59Y?tag=pcbuilder00-20
137,Tacens,1RVIIAG600,600,80+ Silver,https://amazon.com/dp/B00NQ4MHHG?tag=pcbuilder00-20
39.12,Thermaltake,TR2-500W,500,80,https://amazon.com/dp/B0058FAYQC?tag=pcbuilder00-20
27.99,Thermaltake,PS-SPD-0430NPCWUS-W,430,80+,https://amazon.com/dp/B07BFJ91TY?tag=pcbuilder00-20
39.99,Thermaltake,PS-SPD-0500NPCWUS-W,500,80+,https://amazon.com/dp/B014W3EM2W?tag=pcbuilder00-20
63.48,Thermaltake,Smart RGB,500,80+,https://amazon.com/dp/B075525T6F?tag=pcbuilder00-20
113,Thermaltake,PS-TRS-0500NPCWEU-2,500,80+,https://amazon.com/dp/B016WFYCD2?tag=pcbuilder00-20
126,Thermaltake,Netzteil Smart RGB,500,80+,https://amazon.com/dp/B0744PFBFZ?tag=pcbuilder00-20
123,Thermaltake,W0392RE,530,80+,https://amazon.com/dp/B004YIU1C6?tag=pcbuilder00-20
42.99,Thermaltake,SMART 600,600,80+,https://amazon.com/dp/B014W3EMAO?tag=pcbuilder00-20
51.81,Thermaltake,TR2-600W,600,80+,https://amazon.com/dp/B0058FAYQ2?tag=pcbuilder00-20
66.44,Thermaltake,PS-SPR-0600NHFAWU-1,600,80+,https://amazon.com/dp/B0754YDPZF?tag=pcbuilder00-20
73.51,Thermaltake,PS-SPR-0600NHSAWE-1,600,80+,https://amazon.com/dp/B0744PG921?tag=pcbuilder00-20
101.99,Thermaltake,PS-TRS-0600NPCWEU-2,600,80+,https://amazon.com/dp/B016WFYCAK?tag=pcbuilder00-20
99.89,Thermaltake,W0393RE,630,80+,https://amazon.com/dp/B004YISIB2?tag=pcbuilder00-20
47.94,Thermaltake,Smart RGB,700,80+,https://amazon.com/dp/B0754S3TXS?tag=pcbuilder00-20
54.99,Thermaltake,SPD-0700NP,700,80+,https://amazon.com/dp/B014W3EAX8?tag=pcbuilder00-20
91.19,Thermaltake,PS-TRS-0700NPCWEU-2,700,80+,https://amazon.com/dp/B016WFYCFU?tag=pcbuilder00-20
54.99,Thermaltake,Smart BX1 RGB,550,80+ Bronze,https://amazon.com/dp/B07HKL8JQF?tag=pcbuilder00-20
78.79,Thermaltake,Smart BX1,550,80+ Bronze,https://amazon.com/dp/B07NPMJ7RM?tag=pcbuilder00-20
