Title,Price,Brand,Model,Power,Efficiency,Link
Thermaltake Toughpower iRGB Plus 1050W 80+ Platinum Digital RGB LED Smart Zero Fan SLI/Crossfire Ready ATX12V v2.4 / SSI EPS v2.92 Power Supply,513.68 (Used),Thermaltake,Toughpower iRGB Plus 1050,1000 W,80+ Platinum,https://amazon.com/dp/B077Z5FZ49?tag=pcbuilder00-20
Thermaltake Toughpower iRGB Plus 850W 80+ Gold SLI/Crossfire Ready RGB LED ATX12V V2.4/ EPS V2.92 10 Year Warranty Fully Modular Digital Power Supply,373.68 (Used),Thermaltake,Toughpower iRGB,850 W,80+ Gold,https://amazon.com/dp/B07NPHZPJV?tag=pcbuilder00-20
Thermaltake Toughpower iRGB Plus 850W 80+ Platinum Digital RGB LED Smart Zero Fan SLI/Crossfire Ready ATX12V v2.4 / SSI EPS v2.92 Power Supply,244.38,Thermaltake,Toughpower iRGB Plus,850 W,80+ Platinum,https://amazon.com/dp/B077ZCHP2S?tag=pcbuilder00-20
Thermaltake Toughpower iRGB Plus 750W 80+ Gold SLI/Crossfire Ready RGB LED ATX12V V2.4/ EPS V2.92,189.99,Thermaltake,Toughpower,750 W,80+ Gold,https://amazon.com/dp/B07NPLLLQK?tag=pcbuilder00-20
"Thermaltake Toughpower iRGB Plus, 80+ Titanium Certified 1250W Fully Modular Power Supply with 6.8 Million RGB Colors",/A,Thermaltake,Toughpower iRGB PLUS,1250 W,80+ Titanium,https://amazon.com/dp/B075FGJ271?tag=pcbuilder00-20
Thermaltake Toughpower iRGB Plus 1200W 80+ Platinum Digital RGB LED Smart Zero Fan SLI/Crossfire Ready ATX12V v2.4 / SSI EPS v2.92 Power Supply,/A,Thermaltake,Toughpower iRGB Plus,1200 W,80+ Platinum,https://amazon.com/dp/B077Z6DYVD?tag=pcbuilder00-20
Thermaltake Toughpower iRGB Plus 1000W 80+ Gold SLI/Crossfire Ready RGB LED ATX12V V2.4/ EPS V2.92,/A,Thermaltake,Toughpower iRGB Plus,1000 W,80+ Gold,https://amazon.com/dp/B07NPJSCYK?tag=pcbuilder00-20
"be quiet! BN619 Straight Power 11, 80+ Gold Certified 750W Fully Modular Power Supply",129.99,be quiet!,Straight Power 11,750 W,80+ Gold,https://amazon.com/dp/B07CXGWTG3?tag=pcbuilder00-20
"be quiet! Straight Power 11, 80 Plus Gold Certified 650W Fully Modular ATX Power Supply",119.90,be quiet!,Straight Power 11,650 W,80+ Gold,https://amazon.com/dp/B07CX2MR8H?tag=pcbuilder00-20
"be quiet! Straight Power 11, 80 Plus Gold Certified 550W Fully Modular Power Supply",109.90,be quiet!,Straight Power 11,550 W,80+ Gold,https://amazon.com/dp/B07CX3225B?tag=pcbuilder00-20
SilverStone Technology Strider 850 Watt 80 Plus Platinum Modular PSU 850 Power Supply,159.99,SilverStone Technology,Strider 850,850 W,80+ Platinum,https://amazon.com/dp/B01GPNHNAA?tag=pcbuilder00-20
SilverStone Technology Strider Fully Modular 800W ATX Power Supply with 80 Plus Titanium,/A,SilverStone Technology,ST80F,800 W,80+ Titanium,https://amazon.com/dp/B01CE7NV84?tag=pcbuilder00-20
"Corsair TX750M Series, 80+ Gold Certified 750W Semi Modular Power Supply",79.99 (Used),Corsair,TXM Gold,750 W,80+ Gold,https://amazon.com/dp/B00FZLD2O0?tag=pcbuilder00-20
SilverStone Technology Platinum Certified Single +12V Rail ATX Power Supply,125,SilverStone Technology,PS-ST65F-PT,650 W,80+ Platinum,https://amazon.com/dp/B017WL5UFO?tag=pcbuilder00-20
SilverStone Technology Strider Series Fully Modular 600W ATX Power Supply with 80 Plus Titanium,/A,SilverStone Technology,Strider,600 W,80+ Titanium,https://amazon.com/dp/B01CE7NUG2?tag=pcbuilder00-20
MSI MPG A1000G PCIE 5 & ATX 3.0 Gaming Power Supply - Full Modular - 80 Plus Gold Certified 1000W,199.94,MSI,MPGA1000GPCIE5,1000 W,80+ Gold,https://amazon.com/dp/B0B434DB7Y?tag=pcbuilder00-20
"Super Flower Leadex III Gold 850W 80+ Gold, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",117.29,SUPER FLOWER,Leadex III,850 W,80+ Gold,https://amazon.com/dp/B07THY11J1?tag=pcbuilder00-20
"Super Flower Leadex III Gold 750W 80+ Gold, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",109.99,Super Flower,Leadex III,750 W,80+ Gold,https://amazon.com/dp/B07THV8Z1F?tag=pcbuilder00-20
"Super Flower Leadex III Gold 550W 80+ Gold, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",97.74,SUPER FLOWER,Leadex III,650 W,80+ Gold,https://amazon.com/dp/B07TJYNGB8?tag=pcbuilder00-20
"Super Flower Leadex III Gold 650W 80+ Gold, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",163,SUPER FLOWER,Leadex III,550 W,80+ Gold,https://amazon.com/dp/B07TGJ58SN?tag=pcbuilder00-20
DeepCool DQ850-M-V2L 850W ATX12V / EPS12V 80 Plus Gold Certified Fully Modular Power Supply,119.87,DEEP COOL,DQ850-M-V2L,850 W,80+ Gold,https://amazon.com/dp/B089K8DDSS?tag=pcbuilder00-20
DeepCool DQ750-M-V2L 750W ATX12V / EPS12V 80 Plus Gold Certified Fully Modular Power Supply,104.92,DEEP COOL,DQ750-M-V2L,750 W,80+ Gold,https://amazon.com/dp/B089K2Y4Q4?tag=pcbuilder00-20
"be quiet! BN672 Pure Power 11 FM 750W, 80 PLUS Gold efficiency, power supply, ATX",114.90,be quiet!,BN672,750 W,80+ Gold,https://amazon.com/dp/B0948RJG1C?tag=pcbuilder00-20
"be quiet! BN671 Pure Power 11 FM 650W, 80 Plus Gold Efficiency, Power Supply, ATX",107.99,be quiet!,Pure Power 11 FM,650 W,80+ Gold,https://amazon.com/dp/B0948R8Y9F?tag=pcbuilder00-20
"be quiet! BN670 Pure Power 11 FM 550W, 80 Plus Gold Efficiency, Power Supply, ATX",103,be quiet!,BN670,550 W,80+ Gold,https://amazon.com/dp/B0948R8MZB?tag=pcbuilder00-20
"be quiet! Pure Power 11, 80+ Gold Certified 700W Modular Power Supply",109.90,be quiet!,Pure Power 11,700 W,80+ Gold,https://amazon.com/dp/B07PK1XDX7?tag=pcbuilder00-20
"be quiet! Pure Power 11 700W, BN631, 80 Plus Gold, Power Supply",99.90,be quiet!,Pure Power 11,700 W,80+ Gold,https://amazon.com/dp/B07PGRRZZS?tag=pcbuilder00-20
"be quiet! Pure Power 11, 80 Plus Gold Certified 600W ATX Power Supply",79.90,be quiet!,Pure Power 11,600 W,80+ Gold,https://amazon.com/dp/B07PL3LH5D?tag=pcbuilder00-20
"be quiet! Pure Power 11, 80 Plus Gold Certified 600W Modular Power Supply",95.66,be quiet!,Pure Power 11,600 W,80+ Gold,https://amazon.com/dp/B07PL3TWG6?tag=pcbuilder00-20
"be quiet! Pure Power 11, 80+ Gold Certified 500W Power Supply",69.90,be quiet!,Pure Power 11,500 W,80+ Gold,https://amazon.com/dp/B07PL3LH4P?tag=pcbuilder00-20
"Corsair HXi HX1200i, 1200W 80+ Platinum Certified Fully Modular Power Supply",499,Corsair,HX1200i,1200 W,80+ Platinum,https://amazon.com/dp/B00U6GTONM?tag=pcbuilder00-20
"CORSAIR RMX RM750x, 80+ Gold Certified 750W Fully Modular Power Supply",172,Corsair,RM750x,750 W,80+ Gold,https://amazon.com/dp/B015YEI9NQ?tag=pcbuilder00-20
"Antec NeoECO Gold Zen NE700G Series, 80 Plus Gold Certified 700W Non-Modular Active PFC Power Supply",89.99,Antec,NeoECO Gold ZEN,700 W,80+ Gold,https://amazon.com/dp/B07XDHHTX8?tag=pcbuilder00-20
"Antec NeoECO Gold Zen, 80+ Gold Certified 600W ATX Power Supply",93.99,Antec,NeoECO Gold ZEN,600 W,80+ Gold,https://amazon.com/dp/B07XDHXTB3?tag=pcbuilder00-20
"Antec NeoECO Gold Zen NE500G Series, 80 Plus Gold Certified 500W Non-Modular Active PFC Power Supply",69.99,Antec,NeoECO Gold ZEN,500 W,80+ Gold,https://amazon.com/dp/B0817DXRPX?tag=pcbuilder00-20
Alimentation ATX Sharkoon SilentStorm Cool Zero - 850W,164.44,Sharkoon,SilentStorm Cool Zero,850 W,80+ Gold,https://amazon.com/dp/B07MHXXGPL?tag=pcbuilder00-20
"EVGA Supernova 750 B2, 80+ Bronze 750W, Semi Modular, Includes Free Power On Self Tester, Power Supply",/A,EVGA,Supernova,750 W,80+ Bronze,https://amazon.com/dp/B00KFAFRW6?tag=pcbuilder00-20
ThermalTake TR2 S 500W Power Supply 80PLUS 120MM Fan,113,Thermaltake,PS-TRS-0500NPCWEU-2,500 W,80+,https://amazon.com/dp/B016WFYCD2?tag=pcbuilder00-20
"Corsair TXM Series (TX550M), 80+ Gold Certified 550W Semi Modular Power Supply",113.65,Corsair,TXM,550 W,80+ Gold,https://amazon.com/dp/B01MSEYY23?tag=pcbuilder00-20
"CORSAIR VS Series, VS650, 650 Watt, 80+ White Certified, Non-Modular Power Supply",97.99 (Used),Corsair,CP-9020172-NA,650 W,80+,https://amazon.com/dp/B078HJ2RCW?tag=pcbuilder00-20
"CORSAIR RM Series (2021), RM750, 750 Watt, 80 Plus Gold Certified, Fully Modular Power Supply",147.99,Corsair,RM750,750 W,80+ Gold,https://amazon.com/dp/B093NL61FB?tag=pcbuilder00-20
"Seasonic FOCUS 750 Gold, 80+ Gold 750W Semi-Modular Power Supply",135.95,Seasonic,FOCUS,750 W,80+ Gold,https://amazon.com/dp/B0778XF1HL?tag=pcbuilder00-20
"Corsair HXi Series, HX850i, 850 Watt, 80+ Platinum Certified, Fully Modular - Digital Power Supply",489.99,Corsair,HX850i,850 W,80+ Platinum,https://amazon.com/dp/B00M2UIXX2?tag=pcbuilder00-20
"EVGA 550 B3, 80+ BRONZE 550W, Fully Modular, EVGA ECO Mode, 5 Year Warranty, Compact 150mm Size, Power Supply",118.68 (Used),EVGA,220-B3-0550-V1,550 W,80+ Bronze,https://amazon.com/dp/B071XS597S?tag=pcbuilder00-20
Seasonic S12II 520 SS-520GB 520W 80+ Bronze ATX12V & EPS12V Direct Cable Wire 105 °C Japanese Capacitor Power Supply,98.68,Seasonic,"S12II 520 BRONZE, SS-520GB",520 W,80+ Bronze,https://amazon.com/dp/B00390P1NO?tag=pcbuilder00-20
be quiet! BN292 Quiet! Pure Power 11 400W Cases & Hardware PSUs,90.77,be quiet!,Pure Power 11,400 W,80+ Gold,https://amazon.com/dp/B07JJKPNRH?tag=pcbuilder00-20
NZXT C850 PSU (2022) - PA-8G1BB-US - 850 Watt PSU - 80+ Gold Certified - Fully Modular,134.99,NZXT,PA-8G1BB-US,850 W,80+ Gold,https://amazon.com/dp/B09YYZPVXB?tag=pcbuilder00-20
Enermax Revolution D.F. 2 1200W Full Modular Power Supply (80 Plus Gold Certified,169.99,Enermax,ERS1200EWT,1200 W,80+ Gold,https://amazon.com/dp/B0BYB75CYX?tag=pcbuilder00-20
Enermax Revolution D.F. 2 1050W Full Modular Power Supply (80 Plus Gold Certified,149.99,Enermax,ERS1050EWT,1050 W,80+ Gold,https://amazon.com/dp/B0BYBQGR9S?tag=pcbuilder00-20
Enermax Revolution D.F. 2 850W Full Modular Power Supply (80 Plus Gold Certified,109.99,Enermax,ERS850EWT,850 W,80+ Gold,https://amazon.com/dp/B0BVTBT25B?tag=pcbuilder00-20
"Corsair Power Supplies , RM 750W",226.41,Corsair,RM 750W,750 W,80+ Gold,https://amazon.com/dp/B00EB7UITQ?tag=pcbuilder00-20
Rosewill Capstone 1000M-2 1000W Modular Power Supply (80 Plus Gold Certified),/A,Rosewill,CAPSTONE 1000M-2,1000 W,80+ Gold,https://amazon.com/dp/B07DKWDP8N?tag=pcbuilder00-20
"Rosewill Computer Modular Power Supply, Modular 80 Plus Gold 750W PSU for PC/Desktop/Gaming Computer, Silent 135mm Fan, ATX12V/EPS12V, SLI",/A,Rosewill,CAPSTONE-750-M,750 W,80+ Gold,https://amazon.com/dp/B0081XXIRA?tag=pcbuilder00-20
"Rosewill Computer Modular Power Supply, Modular 80 Plus Gold 650W PSU for PC/Desktop/Gaming Computer, Silent 135mm Fan",/A,Rosewill,CAPSTONE-650-M,650 W,80+ Gold,https://amazon.com/dp/B00822BTLC?tag=pcbuilder00-20
"Rosewill Computer Gaming Power Supply, Modular 80 PLUS Gold 550W PC Desktop PSU, Silent 135mm Fan, ATX12V/EPS12V, SLI & CrossFire Ready",/A,Rosewill,CAPSTONE-550,550 W,80+ Gold,https://amazon.com/dp/B008BUST0O?tag=pcbuilder00-20
Seasonic FOCUS Plus 850 Platinum SSR-850PX 850W 80+ Platinum ATX12V & EPS12V Full Modular 120mm FDB Fan Compact 140 mm Size Power Supply,189.99,Seasonic,SSR-850PX,850 W,80+ Platinum,https://amazon.com/dp/B074N9FNV2?tag=pcbuilder00-20
"Seasonic FOCUS 550 Gold, 80+ Gold Certified 550W Semi-Modular Power Supply",112,Seasonic,FOCUS Gold,550 W,80+ Gold,https://amazon.com/dp/B077916ZZV?tag=pcbuilder00-20
"EVGA Supernova 1300 G+, 80+ Gold 1300W, Fully Modular, 10 Year Warranty, Includes Free Power On Self Tester, Power Supply 220-GP-1300-X1",203.86,EVGA,220-GP-1300-X1,1300 W,80+ Gold,https://amazon.com/dp/B08DZY15CW?tag=pcbuilder00-20
Raidmax Cobra RX-700AC 700W 80 PLUS Bronze ATX12V 2.3 & EPS12V Power Supply,49.99,LETANG,Cobra RX 700,700 W,80+ Bronze,https://amazon.com/dp/B01056KUJ4?tag=pcbuilder00-20
"EVGA SuperNOVA 550 G2, 80+ GOLD 550W, Fully Modular, EVGA ECO Mode, 7 Year Warranty, Includes FREE Power On Self Tester Power Supply",145.99 (Used),EVGA,SuperNOVA 550,550 W,80+ Gold,https://amazon.com/dp/B0106RDI3W?tag=pcbuilder00-20
"CORSAIR RM Series (2021), RM850, 850 Watt, 80 Plus Gold Certified, Fully Modular Power Supply",95.99,Corsair,RM850,850 W,80+ Gold,https://amazon.com/dp/B093NQKFGC?tag=pcbuilder00-20
Antec BP550 Plus 550W ATX12V V2.3 Modular Power Supply,200,Antec,BP550 Plus,550 W,80+,https://amazon.com/dp/B0017KE3DM?tag=pcbuilder00-20
Antec Basiq BP430 430 Watt 80 PLUS Power Supply,/A,Antec,Basiq,430 W,80+,https://amazon.com/dp/B001RTPLUC?tag=pcbuilder00-20
Antec Basiq BP350 350 Watt Power Supply,82.02,Antec,BP350,350 W,80+,https://amazon.com/dp/B000H9J3ZC?tag=pcbuilder00-20
Xilence XP600,87.45,XILENCEPOWER,XN044,600 W,,https://amazon.com/dp/B00OZ0G3TI?tag=pcbuilder00-20
"Seasonic CORE GM-650, 650W 80+ Gold, Semi-Modular, Fan Control in Silent and Cooling Mode/",144.99,Seasonic,CORE-GM-650,650 W,80+ Gold,https://amazon.com/dp/B07WVMT2RZ?tag=pcbuilder00-20
"Seasonic CORE GM-500, 500W 80+ Gold, Semi-Modular, Fan Control in Silent and Cooling Mode",164.09,Seasonic,CORE-GM-500,500 W,80+ Gold,https://amazon.com/dp/B07WRDQ2H7?tag=pcbuilder00-20
Cooler Master MPE-7501-AFAAG-EU,147.94,Cooler Master,MPE-7501-AFAAG-EU,750 W,80+ Gold,https://amazon.com/dp/B08BKPQQDD?tag=pcbuilder00-20
"be quiet! Dark Power 12 1000W, 80 PLUS Titanium efficiency, power supply, ATX, modular, virtually inaudible Silent Wings fan",279.90,be quiet!,Dark Power 12,1000 W,80+ Titanium,https://amazon.com/dp/B08XXXVCS2?tag=pcbuilder00-20
"be quiet! Dark Power 12 850W, 80 PLUS Titanium efficiency, power supply, ATX, modular, virtually inaudible Silent Wings fan",239.90,be quiet!,BN657,850 W,80+ Titanium,https://amazon.com/dp/B08XWYMM2K?tag=pcbuilder00-20
"be quiet! Dark Power Pro 12 1500W, BN647, 80 Plus Titanium Efficiency, Power Supply, ATX, Fully Digital, Modular, virtually inaudible Silent Wings Fan",449,be quiet!,Dark Power Pro 12,1500 W,80+ Platinum,https://amazon.com/dp/B08HGVZXLP?tag=pcbuilder00-20
"Apevia Signature ATX-SN1050W, 80+ Bronze Certified 1050W ATX Modular Gaming Power Supply",72.99,Apevia,Signature,1050 W,80+ Bronze,https://amazon.com/dp/B0741RKRY5?tag=pcbuilder00-20
Antec NeoECO Modular NE650M Power Supply 650 Watts 80 Plus Bronze Certified,98.99,Antec,NE650M,650 W,80+ Bronze,https://amazon.com/dp/B0716GK7Z6?tag=pcbuilder00-20
Antec NE550M,84.50,Antec,NE550M,550 W,80+ Bronze,https://amazon.com/dp/B071DS7659?tag=pcbuilder00-20
"CORSAIR RM750x, 750 Watt, 80+ Gold Certified, Fully Modular Power Supply",235,Corsair,RM750x,750 W,80+ Gold,https://amazon.com/dp/B073H3QPJW?tag=pcbuilder00-20
"CORSAIR RM650X Series, 80+ Gold Certified 650W Fully Modular Power Supply",196.56,Corsair,RM650x,650 W,80+ Gold,https://amazon.com/dp/B015YEIBJ8?tag=pcbuilder00-20
"Cooler Master MWE 650 Bronze V2, 80+ Bronze 650W Power Supply, 5 Year Warranty",Used),Cooler Master,MPE-6501-ACAAB-EU,650 W,80+ Bronze,https://amazon.com/dp/B07S2SRLX7?tag=pcbuilder00-20
GIGABYTE GP-AP1200PM 1200W 80 Plus Platinum Certified Fully Modular Power Supply,249.99,Gigabyte,GP-AP1200PM,1200 W,80+ Platinum,https://amazon.com/dp/B09VKFM255?tag=pcbuilder00-20
GIGABYTE GP-UD1000GM PG5 1000W PCIe 5.0 80 Plus Gold Certified Fully Modular Power Supply,194.83,Gigabyte,GP-UD1000GM PG5,1000 W,80+ Gold,https://amazon.com/dp/B09VK35VYJ?tag=pcbuilder00-20
Corsair Professional Series  HX 750 Watt ATX/EPS Modular 80 PLUS Gold,243.98,Corsair,HX 750,750 W,80+ Gold,https://amazon.com/dp/B0090I9VZI?tag=pcbuilder00-20
Corsair HX Professional Series 750-Watt 80 Plus Certified Power Supply Compatible with Core i7 and Core i5 - CMPSU-750HX,499.99,Corsair,CMPSU-750HX,750 W,80+ Gold,https://amazon.com/dp/B0029F21LK?tag=pcbuilder00-20
GIGABYTE GP-UD750GM 750W 80 Plus Gold Certified Fully Modular Power Supply,89.99,Gigabyte,GP-UD750GM,750 W,80+ Gold,https://amazon.com/dp/B09VK3TVK2?tag=pcbuilder00-20
Fractal Design Ion+ 660w - 80 Plus Platinum Certified 860w Full Modular ATX Power Supply with UltraFlex DC Wires – ATX -140 mm Silent Fan with FDB Bearings – Zero RPM Mode - Black,144.45,Fractal Design,FD-PSU-IONP-660P-BK-US,660 W,80+ Platinum,https://amazon.com/dp/B07VWXGVSQ?tag=pcbuilder00-20
"Fractal Design Ion+, 80+ Platinum Certified 560W Fully Modular ATX Power Supply",/A,Fractal Design,Ion+ Platinum,560 W,80+ Platinum,https://amazon.com/dp/B07VXX4GMV?tag=pcbuilder00-20
"Seasonic FOCUS Plus 1000 Gold, 80+ Gold 1000W Full Modular ATX Power Supply",194.99,Seasonic,FOCUS Plus Gold,1000 W,80+ Gold,https://amazon.com/dp/B078T1XSJ1?tag=pcbuilder00-20
"be quiet! Dark Power Pro 11 850W, BN653, Modular, 80 Plus Platinum, Power Supply",/A,be quiet!,Dark Power Pro 11,850 W,80+ Platinum,https://amazon.com/dp/B01FWUHPQE?tag=pcbuilder00-20
"CORSAIR HX750i, 750 Watt, 80+ Platinum Certified, Fully Modular - Digital Power Supply",344.39,Corsair,HX750i,750 W,80+ Platinum,https://amazon.com/dp/B00M2UINC8?tag=pcbuilder00-20
"Sharkoon SilentStorm ATX12V/EPS12V Power Supply - 500 W - 120 V AC, 230 V AC Input Voltage",118.31,Sharkoon,SilentStorm,500 W,80+ Gold,https://amazon.com/dp/B00W4IVXFW?tag=pcbuilder00-20
StarTech.com 350 Watt ATX12V 2.01 Computer PC Power Supply w/ 20 & 24 Pin Connector,188.57,StarTech,ATX2POWER350,350 W,80+,https://amazon.com/dp/B000FHGW8W?tag=pcbuilder00-20
"CORSAIR VS Series, VS550, 550 Watt, 80+ White Certified, Non-Modular Power Supply",260.39,Corsair,VS550,550 W,80+,https://amazon.com/dp/B078HDMFRZ?tag=pcbuilder00-20
"SilverStone Technology 700W,SFX-L, Silent 120mm Fan with, Fully Modular Cable Power Supply",149.98,SilverStone Technology,SX700 LPT,700 W,80+ Platinum,https://amazon.com/dp/B01G26SMTQ?tag=pcbuilder00-20
SilverStone Technology 450W SFX Form Factor 80 Plus Bronze Power Supply,87.19,SilverStone Technology,ST45SF V3,450 W,80+ Bronze,https://amazon.com/dp/B01LZFMKCI?tag=pcbuilder00-20
"SilverStone Technology 300W SFX Form Factor 80 Plus Bronze Power Supply with +12V Single Rail, Active PFC",/A,SilverStone Technology,ST30SF,300 W,80+ Bronze,https://amazon.com/dp/B00FA4KP8S?tag=pcbuilder00-20
SilverStone Technology 300W SFX Form Factor 80 Plus Bronze Power Supply,73.99,SilverStone Technology,ST30SF-V2,300 W,80+ Bronze,https://amazon.com/dp/B01LZFMSFK?tag=pcbuilder00-20
SilverStone Technology 300W Fixed Cable TFX Power Supply 80 Plus Bronze TX300,63.99,SilverStone Technology,TX300,300 W,80+ Bronze,https://amazon.com/dp/B06XS9YLTL?tag=pcbuilder00-20
"Rosewill Computer Modular, 80+ Gold Certified 700W Power Supply for ATX Cabinet",/A,Rosewill,LEPTON,700 W,80+ Gold,https://amazon.com/dp/B077PVS45X?tag=pcbuilder00-20
"ROSEWILL Computer Lepton, 80 Plus Gold Certified 600W Modular Gaming Power Supply",89.95,Rosewill,LEPTON,600 W,80+ Gold,https://amazon.com/dp/B077PZG8F5?tag=pcbuilder00-20
"ROSEWILL Computer Modular Power Supply, 80 Plus Gold Certified 500W Gaming Power Supply",/A,Rosewill,LEPTON,500 W,80+ Gold,https://amazon.com/dp/B0784B7ZWR?tag=pcbuilder00-20
"Enermax Revolution DF ERF850EWT 80+ Gold 850W, Full-Modular Power Supply, Smart Dust Free Rotation, Black Flat Cable",114.99,Enermax,ERF850AWT,850 W,80+ Gold,https://amazon.com/dp/B07P7XLVJG?tag=pcbuilder00-20
Enermax Revolution D.F 750W 80+ Gold Certified Power Supply,105.99,Enermax,ERF750AWT,750 W,80+ Gold,https://amazon.com/dp/B07P6SJJN6?tag=pcbuilder00-20
"Enermax Revolution D.F, 80+ Gold Certified 650W ATX Power Supply",74,Enermax,Revolution D.F,650 W,80+ Gold,https://amazon.com/dp/B07PB67ZS7?tag=pcbuilder00-20
"EVGA 650 B3, 80+ BRONZE 650W, Fully Modular, EVGA ECO Mode, 5 Year Warranty, Compact 150mm Size, Power Supply",Used),EVGA,220-B3-0650-V1,650 W,80+ Bronze,https://amazon.com/dp/B071R9Z77W?tag=pcbuilder00-20
"be quiet! DARK POWER PRO 11 750W ATX 2.4, EPS 2.92, 135mm, FDB (ATX 2.4, EPS 2.92, 135mm, FDB)",/A,be quiet!,Dark Power Pro 11,750 W,80+ Platinum,https://amazon.com/dp/B014QT9J0M?tag=pcbuilder00-20
Corsair RM Series RM1000 CP-9020062-NA 1000 Watt PSU,544.40,Corsair,RM1000,1000 W,80+ Gold,https://amazon.com/dp/B00EB7UIZU?tag=pcbuilder00-20
Cooler Master V750-750W Compact Fully Modular 80 Plus Gold Power Supply RS750-AFBAG1-US,"1,004.67",Cooler Master,RS750-AFBAG1-US,750 W,80+ Gold,https://amazon.com/dp/B0185C5YMS?tag=pcbuilder00-20
"Cooler Master V1000, Full Modular 80+ Gold Certified 1000W Power Supply",/A,Cooler Master,V1000,1000 W,80+ Gold,https://amazon.com/dp/B00CGY4ETG?tag=pcbuilder00-20
SilverStone Technology SX700-PT SFX High Efficiency 700W with 80+ Platinum Certified Power Supply,159.71,SilverStone Technology,SX700,700 W,80+ Platinum,https://amazon.com/dp/B07Y49P3Y4?tag=pcbuilder00-20
"SilverStone Technology SFX-L, 80 Plus Gold Certified 500W Full Modular Lengthened Power Supply",104.99,SilverStone Technology,Technology,500 W,80+ Gold,https://amazon.com/dp/B00SD9IORQ?tag=pcbuilder00-20
"Antec HCG850, 80 Plus Gold Certified 850+ Power Supply with 120mm Silent FDB Fan, Full Modular, and Japanese Capacitors",243.68 (Used),Antec,High Current Gamer Gold,850 W,80+ Gold,https://amazon.com/dp/B07B4L1PKR?tag=pcbuilder00-20
"Antec HCG750 Gold Power Supply 750 Watts 80 PLUS Gold PSU with Full Modular, 120mm FDB Fan, Japanese Capacitors, ATX12V 2.4",157.11,Antec,HCG750 Gold,750 W,80+ Gold,https://amazon.com/dp/B0009P7J0K?tag=pcbuilder00-20
"Antec HCG650, 80+ Gold Certified 650W Power Supply with Full Modular, 120mm FDB Fan, and Japanese Capacitors",178.68 (Used),Antec,High Current Gamer Gold,650 W,80+ Gold,https://amazon.com/dp/B0009MWACK?tag=pcbuilder00-20
"Corsair CX-M Series, CX650M, Modular Power Supply, 80 Plus Bronze",78.95,Corsair,CX650M,650 W,80+ Bronze,https://amazon.com/dp/B093NTQJSF?tag=pcbuilder00-20
"Corsair CX-M Series, CX550M, Modular Power Supply, 80 PLUS Bronze",77.10,Corsair,CP-9020220-NA,550 W,80+ Gold,https://amazon.com/dp/B093NVY3TY?tag=pcbuilder00-20
"Corsair CX-M Series, CX450M, Modular Power Supply, 80 PLUS Bronze",84.49,Corsair,CP-9020219-NA,450 W,80+ Bronze,https://amazon.com/dp/B09HWTHDVZ?tag=pcbuilder00-20
Fuente Cooler Master MWE V2 750W 80+ Bronze Certified ATX Power Supply,119.78,Cooler,MWE Bronze V2,750 W,80+ Bronze,https://amazon.com/dp/B07RZM3P3S?tag=pcbuilder00-20
Seasonic G Series 650 SSR-650RM 650W 80+ Gold ATX12V & EPS12V Semi-Modular SLI Ready CrossFire Ready 105 °C Japanese Capacitor,158.68 (Used),Seasonic,SSR-650RM,650 W,80+ Gold,https://amazon.com/dp/B00918N4A0?tag=pcbuilder00-20
"Corsair AXi Series (AX1600i), 80+ Titanium Certified 1600W Fully Modular Power Supply",622.99,Corsair,AXi,1600 W,80+ Titanium,https://amazon.com/dp/B0787G1Z74?tag=pcbuilder00-20
"be quiet! Dark Power Pro 11 650W, modular, 80PLUS Platinum",/A,be quiet!,Dark Power Pro 11,650 W,80+ Platinum,https://amazon.com/dp/B014QT9J5M?tag=pcbuilder00-20
"Sharkoon SilentStorm ATX12V Power Supply - 350 W - 120 V AC, 230 V AC Input Voltage",77.18,Sharkoon,4044951016402,450 W,80+ Bronze,https://amazon.com/dp/B00W4IVZQY?tag=pcbuilder00-20
"Enermax Cyberbron 80+ Bronze 600W, Non-Modular Power Supply, 120mm Fan, Black Flat Cable",56,Enermax,ECB600AWT,600 W,80+ Bronze,https://amazon.com/dp/B08K1TH6HT?tag=pcbuilder00-20
"Enermax Cyberbron 80+ Bronze 500W, Non-Modular Power Supply, 120mm Fan, Black Flat Cable",37,Enermax,Cyberbron,500 W,80+ Bronze,https://amazon.com/dp/B08K1ZBYPZ?tag=pcbuilder00-20
"EVGA Supernova 1600 P+, 80+ Platinum 1600W, Fully Modular, 10 Year Warranty",339.99,EVGA,220-PP-1600-X1,1600 W,80+ Platinum,https://amazon.com/dp/B09M9639VW?tag=pcbuilder00-20
FSP Dagger Pro 850W Mini ITX Solution/SFX 12V / Micro ATX 80 Plus Gold Certified Full Modular VR / 4K Ready Gaming Power Supply (SDA2-850),169.99,FSP,SDA2-850,850 W,80+ Gold,https://amazon.com/dp/B09721FTTX?tag=pcbuilder00-20
