Title,Price,Brand,Model,Power,Efficiency,Link
Thermaltake Toughpower PF1 850W 80+ Platinum Single Side SMD Compact Design Ultra Quiet 120mm Hydraulic Bearing Smart Zero Fan Full Modular Power Supply,149.99,Thermaltake,Toughpower PF1,850 W,80+ Platinum,https://amazon.com/dp/B08BR8RQ3Y?tag=pcbuilder00-20
Thermaltake Toughpower PF1 750W 80+ Platinum Single Side SMD Compact Design Ultra Quiet 120mm Hydraulic Bearing Smart Zero Fan,122.31,Thermaltake,Toughpower PF1,750 W,80+ Platinum,https://amazon.com/dp/B08BQV9CMM?tag=pcbuilder00-20
"Thermaltake Smart 700W 80+ White Certified PSU, Continuous Power with 120mm Ultra Quiet Fan, ATX 12V V2.3/EPS 12V Active PFC Power Supply",54.99,Thermaltake,SPD-0700NP,700 W,80+,https://amazon.com/dp/B014W3EAX8?tag=pcbuilder00-20
Thermaltake Toughpower PF1 650W 80+ Platinum Single Side SMD Compact Design Ultra Quiet 120mm Hydraulic Bearing Smart Zero Fan Full Modular Power Supply,101.99,Thermaltake,Toughpower PF1,650 W,80+ Platinum,https://amazon.com/dp/B08BR79VBX?tag=pcbuilder00-20
"Thermaltake Toughpower GX1, 80+ Gold Certified 600W Non Modular Power Supply with SLI/CrossFire Ready",69.99,Thermaltake,Toughpower GX1,600 W,80+ Gold,https://amazon.com/dp/B07F9YFYLZ?tag=pcbuilder00-20
Thermaltake SMART 600W ATX 12V V2.3/EPS 12V 80 Plus Certified Active PFC Power Supply,42.99,Thermaltake,SMART 600,600 W,80+,https://amazon.com/dp/B014W3EMAO?tag=pcbuilder00-20
Thermaltake Toughpower GX1 500W 80+ Gold SLI/CrossFire Ready Continuous Power Supply,59.99,Thermaltake,Toughpower GX1,500 W,80+ Gold,https://amazon.com/dp/B07LGMXWP3?tag=pcbuilder00-20
"Thermaltake Smart 500W 80+ White Certified PSU, Continuous Power with 120mm Ultra Quiet Cooling Fan, ATX 12V V2.3/EPS 12V Active PFC Power Supply",39.99,Thermaltake,PS-SPD-0500NPCWUS-W,500 W,80+,https://amazon.com/dp/B014W3EM2W?tag=pcbuilder00-20
Thermaltake Smart 430W 80+ Black Continuous Power ATX 12V V2.3/EPS 12V Active PFC Power Supply,27.99,Thermaltake,PS-SPD-0430NPCWUS-W,430 W,80+,https://amazon.com/dp/B07BFJ91TY?tag=pcbuilder00-20
"EVGA SuperNOVA 850 G6, 80 Plus Gold 850W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, Compact 140mm Size, Power Supply 220-G6-0850-X1",176.99,EVGA,220-G6-0850-X1,850 W,80+ Gold,https://amazon.com/dp/B099821FWG?tag=pcbuilder00-20
"EVGA SuperNOVA 650 GT, 80 Plus Gold 650W, Fully Modular, Auto Eco Mode with FDB Fan, 7 Year Warranty, Includes Power ON Self Tester, Compact 150mm Size, Power Supply 220-GT-0650-Y1",89.75,EVGA,220-GT-0650-Y1,650 W,80+ Gold,https://amazon.com/dp/B088SSX883?tag=pcbuilder00-20
"EVGA SuperNOVA 1300 GT, 80 Plus Gold 1300W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, Compact 180mm Size, Power Supply 220-GT-1300-X1",286.14,EVGA,220-GT-1300-X1,1300 W,80+ Gold,https://amazon.com/dp/B09JL3TWTF?tag=pcbuilder00-20
"EVGA SuperNOVA 750 GT, 80 Plus Gold 750W, Fully Modular, Auto Eco Mode with FDB Fan, 7 Year Warranty, Includes Power ON Self Tester, Compact 150mm Size, Power Supply 220-GT-0750-Y1",97.99,EVGA,220-GT-0750-Y1,750 W,80+ Gold,https://amazon.com/dp/B088SV1FH9?tag=pcbuilder00-20
"EVGA SuperNOVA 1000 G6, 80 Plus Gold 1000W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, Compact 140mm Size, Power Supply 220-G6-1000-X1",224.99,EVGA,SuperNOVA 1000 G6,1000 W,80+ Gold,https://amazon.com/dp/B0997XYF3R?tag=pcbuilder00-20
"EVGA SuperNOVA 1000 GT, 80 Plus Gold 1000W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, Compact 150mm Size, Power Supply 220-GT-1000-X1",221.82,EVGA,SuperNOVA 1000 GT,1000 W,80+ Gold,https://amazon.com/dp/B09CRH8YPV?tag=pcbuilder00-20
"EVGA SuperNOVA 750 G6, 80 Plus Gold 750W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester",139.99,EVGA,SuperNOVA 750 G6,750 W,80+ Gold,https://amazon.com/dp/B0998KZ8SP?tag=pcbuilder00-20
"EVGA Super Nova 750 G3, 80 Plus Gold 750W Fully Modular Power Supply with Eco Mode and New HDB Fan",225,EVGA,SuperNOVA G3,750 W,80+ Gold,https://amazon.com/dp/B005BE058W?tag=pcbuilder00-20
"EVGA SuperNOVA 1000 G3, 80+ Gold 1000W Fully Modular Power Supply with Eco Mode and New HDB Fan",379.99,EVGA,SuperNOVA,1000 W,80+ Gold,https://amazon.com/dp/B01LZ3SFB3?tag=pcbuilder00-20
"EVGA SuperNOVA 1000 G5, 80 Plus Gold 1000W, Fully Modular, ECO Mode with Fdb Fan Compact 150mm Size, Power Supply",179.99,EVGA,SuperNOVA 1000 G5,1000 W,80+ Gold,https://amazon.com/dp/B07WMTD41Z?tag=pcbuilder00-20
"EVGA SuperNOVA 850 G3, 80 Plus Gold 850W Fully Modular Power Supply with Eco Mode and New HDB Fan",199.99 (Used),EVGA,SuperNOVA G3,850 W,80+ Gold,https://amazon.com/dp/B01LY4OJYJ?tag=pcbuilder00-20
"EVGA Super Nova 750 G5, 80+ Plus Gold Certified 750W Fully Modular ATX Power Supply",129,EVGA,Super Nova 750 G5,750 W,80+ Gold,https://amazon.com/dp/B07WGQT8CC?tag=pcbuilder00-20
"EVGA SuperNOVA 650 G3, 80 Plus Gold 650W Fully Modular Power Supply with Eco Mode and New HDB Fan",99.99,EVGA,SuperNOVA G3,650 W,80+ Gold,https://amazon.com/dp/B01LYGFRL6?tag=pcbuilder00-20
"EVGA SuperNOVA 550 G3, 80 Plus Gold 550W Fully Modular Power Supply with Eco Mode and New HDB Fan",128.99,EVGA,SuperNOVA G3,550 W,80+ Gold,https://amazon.com/dp/B01LWTS2UL?tag=pcbuilder00-20
"EVGA Super Nova 850 G5, 80 Plus Gold Certified 850W Fully Modular Power Supply with ECO Mode and Fdb Fan",151.13,EVGA,Super Nova 850 G5,850 W,80+ Gold,https://amazon.com/dp/B07WDLTGC1?tag=pcbuilder00-20
"EVGA Super Nova 650 G5, 80 Plus Gold 650W, Fully Modular, ECO Mode with Fdb Fan Compact 150mm Size, Power Supply",109.99,EVGA,650 G5,650 W,80+ Gold,https://amazon.com/dp/B07WDLTKNM?tag=pcbuilder00-20
"Corsair RMX Series (RM650X), 80+ Gold Certified 650W Fully Modular Power Supply",219.99,Corsair,RMx (2018),650 W,80+ Gold,https://amazon.com/dp/B079H6111J?tag=pcbuilder00-20
"Corsair RMx Series, RM1000x, 1000 Watt, 80+ Gold Certified, Fully Modular Power Supply",229,Corsair,RM1000x,1000 W,80+ Gold,https://amazon.com/dp/B015YEI7LK?tag=pcbuilder00-20
"Corsair RMX Series (RM850X), 80+ Gold Certified 850W Fully Modular Power Supply",209,Corsair,RMx (2018),850 W,80+ Gold,https://amazon.com/dp/B079H5WNXN?tag=pcbuilder00-20
"Corsair RMX Series (RM750X), 80+ Gold Certified 750W Fully Modular Power Supply",134,Corsair,RMx (2018),750 W,80+ Gold,https://amazon.com/dp/B079HGN5QS?tag=pcbuilder00-20
"Corsair RM550X Series, 80+ Gold Certified 550W Fully Modular Power Supply",112.16,Corsair,RMx (2018),550 W,80+ Gold,https://amazon.com/dp/B079HGL413?tag=pcbuilder00-20
EVGA 500W 80PLUS Certified ATX12V/EPS12V Power Supply,50.99,EVGA,100-W1-0500-K3,500 W,80+,https://amazon.com/dp/B00H33SFJU?tag=pcbuilder00-20
"Corsair CX Series, 80+ Bronze Certified 750W Modular Power Supply",169.99,Corsair,CXM,750 W,80+ Bronze,https://amazon.com/dp/B00ALK3KEM?tag=pcbuilder00-20
"Corsair CX 650 Series, 80+ Bronze Certified 650W Modular Power Supply",96.39 (Used),Corsair,CX 650,650 W,80+ Bronze,https://amazon.com/dp/B01B72W1VA?tag=pcbuilder00-20
"Corsair CX Series, 80 Plus Bronze Certified 550W Modular Power Supply",149.99,Corsair,CX,550 W,80+ Bronze,https://amazon.com/dp/B01B72W0A2?tag=pcbuilder00-20
"Corsair CX Series, 80 Plus Bronze Certified 450W Modular Power Supply",119,Corsair,CXM (2015),450 W,80+ Bronze,https://amazon.com/dp/B01B72VXE6?tag=pcbuilder00-20
"EVGA 100-N1-0400-L1 , 400 N1, 400W, 2 Year Warranty, Power Supply 100-N1-0400-L1",28.20,EVGA,100-N1-0400-L1,400 W,80+ Bronze,https://amazon.com/dp/B00LV8TZAG?tag=pcbuilder00-20
"Corsair RM 850 Series, 80+ Gold Certified 850W Fully Modular Power Supply",199,Corsair,RM850,850 W,80+ Gold,https://amazon.com/dp/B07RCKG95L?tag=pcbuilder00-20
"Corsair RM850X White Series, 80+ Gold Certified 850W Fully Modular Power Supply",249,Corsair,RMx (2018),850 W,80+ Gold,https://amazon.com/dp/B07JWT8YV3?tag=pcbuilder00-20
"Corsair RM 750 Series, 80+ Gold Certified 750W Fully Modular Power Supply",190,Corsair,RM750,750 W,80+ Gold,https://amazon.com/dp/B07RF237B1?tag=pcbuilder00-20
"Corsair RM750X White Series, 80+ Gold Certified 750W Fully Modular Power Supply",144.99,Corsair,RMX,750 W,80+ Gold,https://amazon.com/dp/B07JHRLXWG?tag=pcbuilder00-20
"Corsair RM Series (RM650), 80+ Gold Certified 650W Fully Modular Power Supply",179.99 (Used),Corsair,RM,650 W,80+ Gold,https://amazon.com/dp/B07RFZPN8G?tag=pcbuilder00-20
"EVGA Supernova 650 G6, 80 Plus Gold 650W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty",97.03,EVGA,220-G6-0650-X1,650 W,80+ Gold,https://amazon.com/dp/B08WJJQRGB?tag=pcbuilder00-20
"EVGA 100-N1-0650-L1, 650 N1, 650W, 2 Year Warranty, Power Supply",57.85,EVGA,100-N1-0650-L1,650 W,80+,https://amazon.com/dp/B01LYRXRDI?tag=pcbuilder00-20
"Corsair RMX Series (2021), RM650x, 650 Watt, Gold, Fully Modular Power Supply",124.99,Corsair,CP-9020198-NA,650 W,80+ Gold,https://amazon.com/dp/B08R5Q1W7R?tag=pcbuilder00-20
"Seasonic Focus GM-850, 850W 80+ Gold, Semi-Modular, Fits All ATX Systems, Fan Control in Silent",162.87,Seasonic,G12-GM-850,850 W,80+ Gold,https://amazon.com/dp/B084TSBB2R?tag=pcbuilder00-20
"Seasonic FOCUS GM-750, 750W 80+ Gold, Semi-Modular, Fits All ATX Systems, Fan Control in Silent",148.45,Seasonic,G12-GM-750,750 W,80+ Gold,https://amazon.com/dp/B084TSPNR5?tag=pcbuilder00-20
"Seasonic Focus GM-650, 650W, Semi-Modular, Fits All ATX Systems, Fan Control in Silent",134.44,Seasonic,G12-GM-650,650 W,80+ Gold,https://amazon.com/dp/B07WTXYHY5?tag=pcbuilder00-20
"Seasonic FOCUS GX-1000, 1000W 80+ Gold, Full-Modular, Fan Control in Fanless, Silent, and Cooling Mode, Perfect Power Supply for Gaming and Various Application, SSR-1000FX.",206.51,Seasonic,FOCUS GX-1000,1000 W,80+ Gold,https://amazon.com/dp/B07WVWJW8N?tag=pcbuilder00-20
"Seasonic FOCUS PX-850, 850W 80+ Platinum Full-Modular, Fan Control in Fanless, Silent, and Cooling Mode, Perfect Power Supply for Gaming",238.40,Seasonic,FOCUS PX-850,850 W,80+ Platinum,https://amazon.com/dp/B07W4PMQDJ?tag=pcbuilder00-20
"Seasonic Focus GX-750, 80+ Gold Certified 750W Full-Modular Power Supply with Fan Control in Fanless, Silent, and Cooling Mode",156.17,Seasonic,FOCUS GX-750,750 W,80+ Gold,https://amazon.com/dp/B077J9G9CH?tag=pcbuilder00-20
"Seasonic FOCUS PX-750, 750W 80+ Platinum Full-Modular, Fan Control in Fanless, Silent, and Cooling Mode, Perfect Power Supply",177.80,Seasonic,FOCUS PX-750,750 W,80+ Platinum,https://amazon.com/dp/B07W4PLZWH?tag=pcbuilder00-20
"Seasonic Focus GX-650, 80+ Gold 650W Full-Modular Power Supply with Fan Control in Fanless, Silent, and Cooling Mode",146.94,Seasonic,FOCUS,650 W,80+ Gold,https://amazon.com/dp/B077J9QTDR?tag=pcbuilder00-20
"Seasonic FOCUS PX-650, 650W 80+ Platinum Full-Modular, Fan Control in Fanless, Silent, and Cooling Mode, Perfect Power Supply for Gaming and Various Application",156.78,Seasonic,FOCUS PX-650,650 W,80+ Platinum,https://amazon.com/dp/B07W7YD7D1?tag=pcbuilder00-20
"Seasonic Focus GX-550, 80+ Gold Certified 550W Full-Modular Power Supply with Fan Control in Fanless, Silent, and Cooling Mode",127.40,Seasonic,FOCUS,550 W,80+ Gold,https://amazon.com/dp/B07WQYM74W?tag=pcbuilder00-20
"ASUS TUF GAMING 550W Bronze PSU, Power Supply(Axial-tech fan design, Dual Ball Fan Bearings",149.99,ASUS,TUF GAMING 550B,550 W,80+ Bronze,https://amazon.com/dp/B08MV9694K?tag=pcbuilder00-20
"ASUS TUF GAMING 450W Bronze PSU, Power Supply(Axial-tech fan design, Dual Ball Fan Bearings",78,ASUS,TUF GAMING 450B,450 W,80+ Bronze,https://amazon.com/dp/B08SC2ZYY4?tag=pcbuilder00-20
ARESGAME Power Supply 500W 80+ Bronze Certified PSU,/A,ARESGAME,AGV500,500 W,80+ Bronze,https://amazon.com/dp/B08CXVKP3M?tag=pcbuilder00-20
"EVGA 600 BQ, 80+ Bronze Certified 600W Semi Modular Power Supply with FDB Fan",74.99,EVGA,BQ,600 W,80+ Bronze,https://amazon.com/dp/B01MTJTO2O?tag=pcbuilder00-20
"ASUS TUF GAMING 750W Bronze PSU, Power Supply(Axial-tech fan design, Dual Ball Fan Bearings, 0dB Technology, 80 PLUS Bronze Certification, 80cm 8-pin CPU Connector, 6-year Warranty)",105,ASUS,TUF GAMING 750B,750 W,80+ Bronze,https://amazon.com/dp/B08SBY73C2?tag=pcbuilder00-20
"ASUS TUF GAMING 650W Bronze PSU, Power Supply(Axial-tech fan design, Dual Ball Fan Bearings, 0dB Technology, 80 PLUS Bronze Certification, 80cm 8-pin CPU Connector, 6-year Warranty)",79.99,ASUS,TUF-GAMING-650B,650 W,80+ Bronze,https://amazon.com/dp/B08MV7FBPS?tag=pcbuilder00-20
"ASUS ROG STRIX 850W Gold PSU, Power Supply (ROG heatsinks, Axial-tech fan design, dual ball fan bearings, 0dB technology, 80 PLUS Gold Certification, fully modular cables, 10-year warranty)",124.99,ASUS,ROG-STRIX-850G,850 W,80+ Gold,https://amazon.com/dp/B08BPLJQMP?tag=pcbuilder00-20
"ASUS Rog Thor 1200, 80+ Platinum Certified 1200W Fully-Modular RGB Power Supply with LiveDash Oled Panel",320.26,ASUS,Rog Thor,1200 W,80+ Platinum,https://amazon.com/dp/B07JZHLC4M?tag=pcbuilder00-20
"ASUS ROG Thor 850, 80+ Platinum Certified 850W Fully-Modular RGB Power Supply with LiveDash OLED Panel",139.99,ASUS,ROG Thor 850,852 W,80+ Platinum,https://amazon.com/dp/B07JZLGPCB?tag=pcbuilder00-20
"ASUS ROG Strix 750, 80 Plus Gold Certified 750W Fully Modular ATX Power Supply with 0dB Axial Tech Fan",106.53,ASUS,ROG Strix,750 W,80+ Gold,https://amazon.com/dp/B07YXKMGX7?tag=pcbuilder00-20
"ASUS ROG Strix 650, Full Modular 80 Plus Gold Certified 650W ATX Power Supply with 0dB Axial Tech Fan",99,ASUS,ROG Strix 650,650 W,80+ Gold,https://amazon.com/dp/B07YXKM3KZ?tag=pcbuilder00-20
"ASUS ROG Strix 1000W Gold PSU, Power Supply (ROG heatsinks, Axial-tech Fan Design, Dual Ball Fan Bearings, 0dB Technology, 80 Plus Gold Certification",169.99,ASUS,ROG-STRIX-1000G,1000 W,80+ Gold,https://amazon.com/dp/B08X7BKLWS?tag=pcbuilder00-20
"ASUS ROG Strix 550W Gold PSU, Power Supply (ROG heatsinks, Axial-tech Fan Design, Dual-Ball Fan Bearings, 0dB Technology, 80 Plus Gold Certification",69.99,ASUS,ROG Strix 550W,550 W,80+ Gold,https://amazon.com/dp/B08461YPSD?tag=pcbuilder00-20
Corsair VS550 550 W Active PFC 80 Plus Certified Power Supply Unit,200.85 (Used),Corsair,VS550,550 W,80+,https://amazon.com/dp/B078XXNC3J?tag=pcbuilder00-20
"EVGA 600 BR, 80+ Bronze Certified 600W ATX Power Supply",64.99,EVGA,BR,600 W,80+ Bronze,https://amazon.com/dp/B07DTP6QKG?tag=pcbuilder00-20
"Seasonic PRIME PX-1000, 1000W 80+ Platinum, Full Modular, Fan Control in Fanless, Silent",393,Seasonic,PRIME PX-1000,1000 W,80+ Platinum,https://amazon.com/dp/B07XG1QNSR?tag=pcbuilder00-20
"Seasonic PRIME GX-1000, 1000W 80+ Gold, Full Modular, Fan Control in Fanless, Silent",310,Seasonic,PRIME GX-1000,1000 W,80+ Gold,https://amazon.com/dp/B07XBVP3DM?tag=pcbuilder00-20
ARESGAME Power Supply 650W 80+ Bronze Certified PSU,/A,ARESGAME,AGV650,650 W,80+ Bronze,https://amazon.com/dp/B08CXXM5QC?tag=pcbuilder00-20
Seasonic FOCUS 450 Gold SSR-450FM 450W 80+ Gold ATX12V & EPS12V Semi-Modular 7 Year Warranty Compact 140 mm Size Power Supply,Used),Seasonic,SSR-450FM,450 W,80+ Gold,https://amazon.com/dp/B0778XB7CK?tag=pcbuilder00-20
"Seasonic PRIME GX-850, 850W, Full Modular, Fan Control in Fanless, Silent, and Cooling Mode, Perfect Power Supply for Gaming and High-Performance Systems, SSR-850GD.",264.79,Seasonic,PRIME-GX-850,850 W,80+ Gold,https://amazon.com/dp/B07X9W7ZLY?tag=pcbuilder00-20
"Seasonic PRIME GX-750, 750W , Full Modular, Fan Control in Fanless, Silent, and Cooling Mode, Perfect Power Supply for Gaming and High-Performance Systems, SSR-750GD2.",209.45,Seasonic,PRIME GX-750,750 W,80+ Gold,https://amazon.com/dp/B07XF2JMGW?tag=pcbuilder00-20
"Seasonic Prime TX-1000, 80+ Titanium 1000W Full Modular Power Supply with Fan Control in Fanless, Silent, and Cooling Mode",323.84,Seasonic,PRIME TX-1000,1000 W,80+ Platinum,https://amazon.com/dp/B07WDQTTWH?tag=pcbuilder00-20
"Seasonic Prime 1000 Titanium, 80+ Titanium Certified 1000W Full Modular Power Supply",278.31,Seasonic,Prime 1000 Titanium,1000 W,80+ Titanium,https://amazon.com/dp/B075M8FH4C?tag=pcbuilder00-20
"Seasonic Prime 850 Titanium, 80+ Titanium Certified 850W Full Modular Power Supply with 135mm FDB Fan Power On Self Tester",271.99,Seasonic,Prime 850 Titanium,850 W,80+ Titanium,https://amazon.com/dp/B075M3R4YB?tag=pcbuilder00-20
"Seasonic Focus GX-850, 80+ Gold Certified 850W Full-Modular ATX Power Supply with Fan Control in Fanless, Silent, and Cooling Mode",180.94,Seasonic,FOCUS,850 W,80+ Gold,https://amazon.com/dp/B07WVMDZMZ?tag=pcbuilder00-20
"Seasonic PRIME TX-850, 850W 80+ Titanium, Full Modular, Fan Control in Fanless, Silent, and Cooling Mode,Perfect Power Supply for Gaming",283.06,Seasonic,PRIME TX-850,850 W,80+ Titanium,https://amazon.com/dp/B07X9VYLHH?tag=pcbuilder00-20
"Seasonic PRIME PX-850, 850W 80+ Platinum, Full Modular, Fan Control in Fanless, Silent, and Cooling Mode, Perfect Power Supply for Gaming",310.93,Seasonic,PRIME PX-850,850 W,80+ Platinum,https://amazon.com/dp/B07XCZTVMT?tag=pcbuilder00-20
Seasonic FOCUS Plus 650 Platinum SSR-650PX 650W 80+ Platinum ATX12V & EPS12V Full Modular 120mm FDB Fan Compact 140 mm Size Power Supply,162.67,Seasonic,FOCUS Plus 650,650 W,80+ Platinum,https://amazon.com/dp/B074N8RG74?tag=pcbuilder00-20
Seasonic Focus SGX-650 650W 80+ Gold SFX 12 V/ATX 12 V Full Modular Compact 125 mm Size Power Supply w/120mm FDB Fan,169.99,Seasonic,SSR-650SGX,650 W,80+ Gold,https://amazon.com/dp/B07JVQQK69?tag=pcbuilder00-20
Seasonic FOCUS Plus 550 Platinum SSR-550PX 550W 80+ Platinum ATX12V & EPS12V Full Modular 120mm FDB Fan Compact 140 mm Size Power Supply,147.45,Seasonic,FOCUS Plus 550,550 W,80+ Platinum,https://amazon.com/dp/B074N8YBK9?tag=pcbuilder00-20
"Seasonic FOCUS PX-550, 550W 80+ Platinum Full-Modular, Fan Control in Fanless, Silent, and Cooling Mode, Perfect Power Supply for Gaming and Various Application",138.56,Seasonic,FOCUS PX-550,550 W,80+ Platinum,https://amazon.com/dp/B07W92T29L?tag=pcbuilder00-20
"Seasonic Focus SGX-500, 80+ Gold Certified 500W SFX-L Power Supply with Fan Control in Fanless, Silent, and Cooling Mode",99.99 (Used),Seasonic,FOCUS SGX,500 W,80+ Gold,https://amazon.com/dp/B07WVWNZQ3?tag=pcbuilder00-20
"Seasonic PRIME FANLESS PX-500, 500W 80+ Platinum, Full Modular, ATX12V & EPS12V, True Fanless Design, 12 Year Warranty, Perfect Power Supply for situations",204.24,Seasonic,PRIME FANLESS PX-500,500 W,80+ Platinum,https://amazon.com/dp/B0869RSK7X?tag=pcbuilder00-20
"Seasonic PRIME FANLESS PX-450, 450W , Full Modular, ATX12V & EPS12V, True Fanless Design, Perfect Power Supply for situations that demand silence from the equipment.",232.27,Seasonic,PRIME FANLESS PX-450,450 W,80+ Platinum,https://amazon.com/dp/B086PHT9MC?tag=pcbuilder00-20
"Corsair CX550F RGB, 550 Watt, 80 PLUS Bronze, Fully Modular RGB Power Supply",90.66,Corsair,CP-9020216-NA,550 W,80+ Bronze,https://amazon.com/dp/B08FVHGKDY?tag=pcbuilder00-20
"Thermaltake Toughpower GF3 1650W, True 600W 12VHPWR Connectors",268.54,Thermaltake,TPD-1650AH3FSG,1650 W,80+ Gold,https://amazon.com/dp/B0BF3S8WDT?tag=pcbuilder00-20
Thermaltake Toughpower TF1 1550W 80+ Titanium Analog Controlled SLI & CrossFire Ready Full Modular Power Supply,399.96,Thermaltake,TTP-1550AH3FCT,1500 W,80+ Titanium,https://amazon.com/dp/B097GCT2YK?tag=pcbuilder00-20
"Thermaltake Toughpower GF3 1350W, True 600W 12VHPWR Connectors on PSU & NVIDIA RTX 40 series",236.95,Thermaltake,TPD-1350AH3FSG,1350 W,80+ Gold,https://amazon.com/dp/B0BF4BJBQB?tag=pcbuilder00-20
"Thermaltake Toughpower GF3 1000W, True 600W 12VHPWR Connectors on PSU",165.62,Thermaltake,PS-TPD-1000FNFAGU-4,1000 W,80+ Gold,https://amazon.com/dp/B0BF3R83W8?tag=pcbuilder00-20
"Thermaltake Toughpower GF3 850W, True 450W 12VHPWR Connectors on PSU",146.35,Thermaltake,PS-TPD-0850FNFAGU-4,850 W,80+ Gold,https://amazon.com/dp/B0BF3YF9KY?tag=pcbuilder00-20
"Corsair RMX Series (2021), RM1000x, 1000 Watt, Gold, Fully Modular Power Supply",167.99,Corsair,RM1000x,1000 W,80+ Gold,https://amazon.com/dp/B08R5PH1VY?tag=pcbuilder00-20
"Corsair RMX Series (2021), RM750x, 750 Watt, Gold, Fully Modular Power Supply",109.99,Corsair,RM750x,750 W,80+ Gold,https://amazon.com/dp/B08R5W27JS?tag=pcbuilder00-20
"Corsair RMx Series (2021), RM850x, 850 Watt, GOLD, Fully Modular Power Supply (CP-9020200-NA)",144.99,Corsair,RM850x (2021),850 W,80+ Gold,https://amazon.com/dp/B08R5JPTMZ?tag=pcbuilder00-20
"EVGA Supernova 1000 P3, 80 Plus Platinum 1000W, Fully Modular, Eco Mode with FDB Fan, Includes Power ON Self Tester, Compact 180mm Size, Power Supply 220-P3-1000-X1",233.80,EVGA,220-P3-1000-X1,1000 W,80+ Platinum,https://amazon.com/dp/B09J5FC6CC?tag=pcbuilder00-20
"EVGA Supernova 1000 P6, 80 Plus Platinum 1000W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, Compact 140mm Size, Power Supply 220-P6-1000-X1",249.99,EVGA,220-P6-1000-X1,1000 W,80+ Platinum,https://amazon.com/dp/B09CRLRPBD?tag=pcbuilder00-20
"EVGA Supernova 850 P6, 80 Plus Platinum 850W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, Compact 140mm Size, Power Supply 220-P6-0850-X1",218.99,EVGA,220-P6-0850-X1,850 W,80+ Platinum,https://amazon.com/dp/B09CRLXL76?tag=pcbuilder00-20
"EVGA Supernova 850 P5, 80 Plus Platinum 850W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, Compact 150mm Size, Power Supply 220-P5-0850-X1",191,EVGA,220-P5-0850-X1,850 W,80+ Platinum,https://amazon.com/dp/B09NB4PC6K?tag=pcbuilder00-20
"EVGA Supernova 750 P5, 80 Plus Platinum 750W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, Compact 150mm Size, Power Supply 220-P5-0750-X1",179.96,EVGA,220-P5-0750-X1,750 W,80+ Platinum,https://amazon.com/dp/B08QLXFLBW?tag=pcbuilder00-20
"EVGA SuperNOVA 650 P5, 80 Plus Platinum 650W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, Compact 150mm Size, Power Supply 220-P5-0650-X1",115,EVGA,220-P5-0650-X1,650 W,80+ Platinum,https://amazon.com/dp/B08TRR3LG2?tag=pcbuilder00-20
"EVGA Supernova 650 P6, 80 Plus Platinum 650W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, Compact 140mm Size, Power Supply 220-P6-0650-X1",174.99,EVGA,9B17-438-217,650 W,80+ Platinum,https://amazon.com/dp/B09D8T9WWJ?tag=pcbuilder00-20
"EVGA Supernova 1600 P2, 80+ Platinum Certified 1600W Fully Modular Power Supply with ECO Mode and SLI/Crossfire Ready",472,EVGA,SuperNOVA P2,1600 W,80+ Platinum,https://amazon.com/dp/B00NJG61JQ?tag=pcbuilder00-20
"EVGA Supernova 1200 P2, 80+ Platinum Certified 1200W Fully Modular NVIDIA SLI and Crossfire Ready Power Supply",329,EVGA,SuperNOVA P2,1200 W,80+ Platinum,https://amazon.com/dp/B00KYK1CKI?tag=pcbuilder00-20
"EVGA Supernova 1000 P2, 80+ Platinum Certified 1000W Fully Modular Power Supply with ECO Mode and SLI/Crossfire Ready",298.28,EVGA,SuperNOVA 1000 P2,1000 W,80+ Platinum,https://amazon.com/dp/B00EKJQM5E?tag=pcbuilder00-20
"EVGA SuperNOVA 850 P2, 80+ Platinum 850W Fully Modular Power Supply with EVGA ECO Mode",375,EVGA,SuperNOVA P2,850 W,80+ Platinum,https://amazon.com/dp/B010HWDOH6?tag=pcbuilder00-20
"EVGA SuperNOVA 750 P2, 80+ Platinum Certified 750W Fully Modular Power Supply with EVGA ECO Mode",220 (Used),EVGA,SuperNOVA P2,750 W,80+ Platinum,https://amazon.com/dp/B010HWDP48?tag=pcbuilder00-20
"EVGA SuperNOVA 650 P2, 80+ PLATINUM 650W , Fully Modular , EVGA ECO Mode",149.99,EVGA,SuperNova 650,650 W,80+ Platinum,https://amazon.com/dp/B010HWDPKW?tag=pcbuilder00-20
