Title,Price,Brand,Model,chipset,Form factor,Socket type,Memory slots,max_memory_support,Link
"Asus TUF B450M-Pro Gaming AMD Ryzen 3 AM4 DDR4, HDMI, Dual M.2, USB 3.1 Gen 2 and Aura Sync RGB LED Lighting Micro-ATX Motherboard",142.99 (Used),ASUS,TUFB450M-PROGAMING,AMD B450,Micro ATX,AM4,,,https://amazon.com/dp/B07PV9HGK4?tag=pcbuilder00-20
Asrock B450M/AC AM4 B450 Motherboard,76.59 (Used),ASRock,B450M/AC,AMD B450,Micro ATX,AM4,,,https://amazon.com/dp/B07SY8CMTX?tag=pcbuilder00-20
ASUS Prime B450M-K AM4 AMD B450 Micro ATX DDR4-SDRAM Motherboard,229.90,ASUS,90MB0YP0-M0EAY0,AMD B450,Micro ATX,AM4,,,https://amazon.com/dp/B07F6XSD3S?tag=pcbuilder00-20
TUF Gaming B450M-PRO II,202.67,ASUS,90MB1610-M0EAY0,AMD B450,Micro ATX,AM4,,,https://amazon.com/dp/B08K94HJYJ?tag=pcbuilder00-20
Asustek Computer Prime B450M-K II ATX +2GLN+U3.2+M2 SATA6+4XDDR9,101.85,ASUS,90MB1600-M0EAY0,AMD B450,Micro ATX,AM4,,,https://amazon.com/dp/B08K96B2CT?tag=pcbuilder00-20
Asrock B450 PRO4 R2.0 AM4 AMD Promontory B450 SATA 6Gbps ATX AMD Motherboard,119.19,ASRock,90-MXBEE0-A0UAYZ,AMD B450,ATX,AM4,,,https://amazon.com/dp/B08YX38PCV?tag=pcbuilder00-20
Gigabyte MB GBT AMD AM4 B450M K,115.49,Gigabyte,B450M K,AMD B450,Micro ATX,AM4,,,https://amazon.com/dp/B0BNYVSPPD?tag=pcbuilder00-20
MSI X370 XPOWER Gaming Titanium AMD Ryzen X370 DDR4 Vr Ready Hdmi USB 3 ATX Gaming Motherboard,"1,024.69",MSI,X370 XPOWER GAMING TITANIUM,AMD X370,ATX,AM4,,,https://amazon.com/dp/B06WLNZ1JH?tag=pcbuilder00-20
MSI Gaming AMD Ryzen X370 DDR4 VR Ready HDMI USB 3 SLI CFX ATX Motherboard (X370 GAMING PRO CARBON),227.99 (Used),MSI,X370 GAMING PRO CARBON,AMD X370,ATX,AM4,,,https://amazon.com/dp/B06WGS4FJL?tag=pcbuilder00-20
GIGABYTE AORUS GA-AX370-Gaming 5 (AMD Ryzen AM4/ X370/ RGB FUSION/ SMART FAN 5/ HDMI/ M.2/ U.2/ USB 3.1 Type-C/ ATX/ DDR4/ Motherboard),228.68 (Used),Gigabyte,GA-AX370-Gaming 5,AMD X370,ATX,AM4,,,https://amazon.com/dp/B06WLMWYMF?tag=pcbuilder00-20
GIGABYTE AORUS GA-AX370-Gaming K5 (AMD Ryzen AM4/ X370/ RGB FUSION/ SMART FAN 5/ HDMI/ M.2/ USB 3.1 Type-C/ ATX/ DDR4/ Motherboard),/A,Gigabyte,GA-AX370-Gaming K5,AMD X370,ATX,AM4,,,https://amazon.com/dp/B06Y2G6NXV?tag=pcbuilder00-20
ASUS Prime X370-Pro AMD Ryzen AM4 DDR4 DP HDMI M.2 USB 3.1 ATX X370 Motherboard with Aura Sync RGB Lighting,471.31,ASUS,PRIME X370-PRO,AMD X370,ATX,AM4,,,https://amazon.com/dp/B06WD4N297?tag=pcbuilder00-20
Asus ROG Crosshair VI Hero AMD Ryzen AM4 DDR4 M.2 USB 3.1 ATX X370 Motherboard with Aura Sync RGB Lighting,169.90 (Used),ASUS,ROG Crosshair VI Hero,AMD X370,ATX,AM4,,,https://amazon.com/dp/B06W2L6GBX?tag=pcbuilder00-20
ASUS ROG Crosshair VI Hero (WI-FI AC) AMD Ryzen AM4 DDR4 M.2 USB 3.1 ATX X370 Motherboard with onboard 802.11AC WIFI and AURA Sync RGB Lighting,351.47,ASUS,ROG Crosshair VI Hero,AMD X370,ATX,AM4,,,https://amazon.com/dp/B072LX7WLN?tag=pcbuilder00-20
ASUS ROG Strix X370-F GAMING AMD Ryzen AM4 DDR4 HDMI DisplayPort M.2 ATX X370 Motherboard with USB 3.1,286.86 (Used),ASUS,ROG Strix X370-F GAMING,AMD X370,ATX,AM4,,,https://amazon.com/dp/B071ZHCF41?tag=pcbuilder00-20
ASRock X370 Taichi Socket AM4/AMD X370/DDR4/Quad CrossFireX & SLI/SATA3&USB3.1/M.2/Wi-Fi/A&GbE/ATX Motherboard,267 (Used),ASRock,X370 TAICHI,AMD X370,ATX,AM4,,,https://amazon.com/dp/B06WXX9FDG?tag=pcbuilder00-20
ASRock X370 Killer SLI AM4 AMD Promontory X370 SATA 6Gb/s USB 3.0 HDMI ATX AMD Motherboard,230.99,ASRock,X370 Killer,AMD X370,ATX,AM4,,,https://amazon.com/dp/B06X9CN71V?tag=pcbuilder00-20
ASRock Socket AM4/ AMD Promontory X370/ DDR4/ Quad CrossFireX/ SATA3&USB3.1/ M.2/ A&GbE/ATX Motherboard (X370 PRO4),106.32,ASRock,X370 PRO4,AMD X370,ATX,AM4,,,https://amazon.com/dp/B079VWKBTT?tag=pcbuilder00-20
ASRock X370 Gaming K4 FATAL1TY Socket AM4/AMD X370/DDR4/A&GbE/ATX Motherboard,198.68 (Used),ASRock,X370 GAMING K4,AMD X370,ATX,AM4,,,https://amazon.com/dp/B06WWM2FJ9?tag=pcbuilder00-20
ASRock X370 Gaming X Fatal1ty AM4 AMD Promontory X370 SATA 6Gb/s USB 3.0 HDMI ATX AMD Motherboard,349.99,ASRock,X370 GAMING X,AMD X370,ATX,AM4,,,https://amazon.com/dp/B072QS9BH4?tag=pcbuilder00-20
ASRock X370 Professional Gaming Socket AM4/AMD ATX Motherboard ,279.99 (Used),ASRock,X370 PROFESSIONAL GAMING,AMD X370,ATX,AM4,,,https://amazon.com/dp/B06X9MP4ML?tag=pcbuilder00-20
GIGABYTE GA-AB350M-DS3H (AMD Ryzen AM4/ B350/ 4x DDR4/ HDMI/ M.2/ SATA/ USB 3.1 Gen 1/ / RGB Fusion/ Micro ATX/ Motherboard),198.86 (Used),Gigabyte,GA-AB350M-DS3H,AMD B350,Micro ATX,AM4,,,https://amazon.com/dp/B079NH98GS?tag=pcbuilder00-20
ASRock AB350 Gaming K4 FATAL1TY Socket AM4/AMD B350/DDR4/SATA3&USB3.0/M.2/A&GbE/ATX Motherboard,249.34,ASRock,AB350 GAMING K4,AMD B350,ATX,AM4,,,https://amazon.com/dp/B06WWC7C1D?tag=pcbuilder00-20
GIGABYTE GA-A320M-S2H (AMD Ryzen AM4/MicroATX/2xDDR4/HDMI/Realtek ALC887/3xPCIe/USB3.1 Gen 1/LAN/Motherboard),85.10,Gigabyte,GA-A320M-S2H,AMD A320,Micro ATX,AM4,,,https://amazon.com/dp/B079NYQQJJ?tag=pcbuilder00-20
ASUS PRIME A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 USB 3.1 Micro-ATX Motherboard,65.99,ASUS,PRIME A320M-K,AMD A320,Micro ATX,AM4,,,https://amazon.com/dp/B06ZY2F35X?tag=pcbuilder00-20
"MSI ProSeries AMD A320 1st, 2nd, 3rd Gen Ryzen Compliant AM4 DDR4 HDMI DVI M.2 USB 3 Micro-ATX Motherboard (A320M-A PRO MAX)",129.77,MSI,A320M-A PRO MAX,AMD A320,Micro ATX,AM4,,,https://amazon.com/dp/B0822M7BS5?tag=pcbuilder00-20
"MSI ProSeries AMD A320 1st, 2nd, 3rd Gen Ryzen Compliant AM4 DDR4 HDMI DVI USB 3 Micro-ATX Motherboard (A320M-A PRO)",85.95,MSI,A320M-A PRO,AMD A320,Micro ATX,AM4,,,https://amazon.com/dp/B083GK2GXR?tag=pcbuilder00-20
ASRock AMD Ryzen AM4 Compatible with A320 Chip MicroATX Motherboard A320M-HDV R4.0,54.99,ASRock,A320M-HDV R4.0,AMD A320,Micro ATX,AM4,,,https://amazon.com/dp/B07MNSP7PB?tag=pcbuilder00-20
"Asus AMD AM4 Prime EX-A320M Gaming ATX, D4 3466 USB3.1 SATA3, 90MB0VG0-M0EAYM",169.90,ASUS,90MB0VG0-M0EAYM,AMD A320,Micro ATX,AM4,,,https://amazon.com/dp/B0771L77V7?tag=pcbuilder00-20
ASUS Ryzen AM4 DDR4 HDMI DVI-D VGA M.2 USB 3.1 PS/2 Micro-ATX Motherboard,99,ASUS,PRIME A320M-A,AMD A320,Micro ATX,AM4,,,https://amazon.com/dp/B073WCCWSX?tag=pcbuilder00-20
"Asus Prime A320I-K AMD Ryzen AM4 DDR4 M.2 DP HDMI Mini ITX (Mitx) A320 Motherboard with Gigabit LAN, USB 3.1 Gen1",143.95,ASUS,A320I-K,AMD A320,Mini ITX,AM4,,,https://amazon.com/dp/B07VHQYGPP?tag=pcbuilder00-20
MSI Gaming AMD Ryzen A320 DDR4 VR Ready HDMI USB 3 micro-ATX Motherboard,248.86 (Used),MSI,A320M GAMING PRO,AMD A320,Micro ATX,AM4,,,https://amazon.com/dp/B071XPTVGR?tag=pcbuilder00-20
ASRock AMD A320 DDR4-SDRAM Micro ATX Motherboard,144,ASRock,A320M-DVS R4.0,AMD A320,Micro ATX,AM4,,,https://amazon.com/dp/B07NJ337VW?tag=pcbuilder00-20
ECS Elitegroup A320AM4-M3D AMD A320 AM4 Ryzen 7th Gen Athlon Processor Chipset DDR4 mATX Micro ATX Motherboard,60.07,ECS Elitegroup,A320AM4-M3D,AMD A320,Micro ATX,AM4,,,https://amazon.com/dp/B076BX8HBV?tag=pcbuilder00-20
Asus AMD A320 Micro ATX DDR4-SDRAM Motherboard,166,ASUS,90MB0V10-M0EAY0,AMD A320,Micro ATX,AM4,,,https://amazon.com/dp/B074KZRL8Q?tag=pcbuilder00-20
Gigabyte Motherboard X299 AORUS Gaming X Series S2066 X299 64GB PCI Express ATX Retail,"4,713.98",Gigabyte,X299 AORUS GAMING,Intel X299,ATX,LGA 2066,,,https://amazon.com/dp/B076PNWGVS?tag=pcbuilder00-20
GIGABYTE X299 UD4 Pro (Intel LGA 2066 Core i9/ATX/2 M.2/ USB 3.1 gen 2 Type-A/RGB Fusion/Motherboard),279.99,Gigabyte,X299 UD4 Pro,Intel X299,ATX,LGA 2066,,,https://amazon.com/dp/B07B79CF9R?tag=pcbuilder00-20
"ASUS ROG Strix X299-E Gaming II ATX Gaming Motherboard (Intel X299) LGA 2066, Wi-Fi 6 (802.11ax), 2.5 GBS LAN, 8X DIMM Max. 256GB, USB 3.2 Gen 2",504.63,ASUS,ROG Strix X299-E Gaming II,Intel X299,ATX,LGA 2066,,,https://amazon.com/dp/B07YD7GHJ6?tag=pcbuilder00-20
ASUS Prime X299-Deluxe II X299 Motherboard LGA2066 (Intel Core X-Series) ATX DDR4 M.2 U.2 Thunderbolt 3 USB 3.1 with Dual Gigabit LAN and 802.11AC WiFi,380.94 (Used),ASUS,PRIME X299-DELUXE II,Intel X299,ATX,LGA 2066,,,https://amazon.com/dp/B07JNYLPP1?tag=pcbuilder00-20
"EVGA X299 FTW K, LGA 2066, Intel X299, SATA 6Gb/s, USB 3.1, USB 3.0, EATX, Intel Motherboard",679.95,EVGA,X299 FTW K,Intel X299,Extended ATX,LGA 2066,,,https://amazon.com/dp/B078TR5CMG?tag=pcbuilder00-20
"ASUS ROG Rampage VI Extreme Encore, X299 LGA 2066 E-ATX Gaming Motherboard for Intel Core X-Series Processors with Aura Sync RGB Lighting",/A,ASUS,ROG Rampage VI Extreme,Intel X299,Extended ATX,LGA 2066,,,https://amazon.com/dp/B07ZK7JTLL?tag=pcbuilder00-20
"EVGA X299 Dark, LGA 2066, Intel X299, SATA 6Gb/s, USB 3.1, USB 3.0, EATX, Intel Motherboard 151-SX-E299-KR",499.99,EVGA,151-SX-E299-KR,Intel X299,Extended ATX,LGA 2066,,,https://amazon.com/dp/B079WCBP18?tag=pcbuilder00-20
ASUS Prime X299-DELUXE LGA2066 DDR4 M.2 U.2 Thunderbolt 3 USB 3.1 X299 ATX Motherboard,"2,103.54",ASUS,Prime X299-Deluxe,Intel X299,ATX,LGA 2066,,,https://amazon.com/dp/B072JKC22H?tag=pcbuilder00-20
GIGABYTE X299X AORUS Master (Intel/X299/E-ATX/12 Phase Digital VRM/Triple Fins-Array Heatsink/ESS Sabre DAC/WiFi 6/10G LAN/5G LAN/Motherboard),735.98,Gigabyte,X299X AORUS MASTER,Intel X299,Extended ATX,LGA 2066,,,https://amazon.com/dp/B07ZYNLVLM?tag=pcbuilder00-20
ASUS ROG Rampage VI Extreme Omega X299-II Gaming Motherboard LGA2066 (Intel 9th Gen X-Series) EATX DDR4 M.2 U.2 10G LAN USB 3.1 Gen2,"1,199.90 (Used)",ASUS,ROGROG Rampage VI Extreme Omega X299-II,Intel X299,Extended ATX,LGA 2066,,,https://amazon.com/dp/B07MBJ6N9D?tag=pcbuilder00-20
"EVGA X299 Micro, LGA 2066, Intel X299, SATA 6GB/s, USB 3.1, USB 3.0, mATX, Intel Motherboard",287.99,EVGA,X299 Micro,Intel X299,Micro ATX,LGA 2066,,,https://amazon.com/dp/B075Y2W2KN?tag=pcbuilder00-20
ASUS TUF X299 Mark 2 LGA2066 DDR4 M.2 USB 3.1 X299 ATX Motherboard for Intel® Core™ X-Series Processors,"2,213.43",ASUS,TUF X299 Mark 2,Intel X299,ATX,LGA 2066,,,https://amazon.com/dp/B071ZQ75BP?tag=pcbuilder00-20
GIGABYTE X299X AORUS Designare 10G (Intel/X299/ XL-ATX/12 Phase Digital VRM/Fins-Array Heatsink/Dual Thunderbolt 3/WiFi 6/Dual Intel 10G LAN/AORUS Gen 4 AIC Adapter/Motherboard),"1,499",Gigabyte,X299X DESIGNARE-10G,Intel X299,Extended ATX,LGA 2066,,,https://amazon.com/dp/B07ZYNWBY3?tag=pcbuilder00-20
ASRock Motherboard X299 Taichi CLX LGA2066 X299 256GB DDR4 PCI Express SATA ATX Retail / X299 Taichi CLX /,556,ASRock,X299 Taichi CLX,Intel X299,ATX,LGA 2066,,,https://amazon.com/dp/B07ZQKJXCG?tag=pcbuilder00-20
ASUS WS X299 SAGE LGA2066 DDR4 M.2 U.2 X299 CEB Motherboard for Intel Core X-Series Processors,526.60,ASUS,WS X299 SAGE,Intel X299,ATX,LGA 2066,,,https://amazon.com/dp/B078SHB83W?tag=pcbuilder00-20
"EVGA X299 MICRO ATX 2, LGA 2066, Intel X299, SATA 6Gb/s, USB 3.1 Gen2, USB 3.1 Gen1, mATX, Intel Motherboard 121-SX-E296-KR",353.86,EVGA,121-SX-E296-KR,Intel X299,ATX,LGA 2066,,,https://amazon.com/dp/B07J9KWHK7?tag=pcbuilder00-20
ASUS WS X299 PRO/SE LGA2066 DDR4 M.2 U.2 ATX Motherboard for Intel Core X-Series Processors with SafeSlot,509.99,ASUS,WS X299 PRO/SE,Intel X299,ATX,LGA 2066,,,https://amazon.com/dp/B078R6MD8M?tag=pcbuilder00-20
"Asus WS X299 SAGE/10G Workstation Motherboard - Intel Chipset - Socket R4 LGA-2066 - SSI CEB - 1 x Processor Support - 128 GB DDR4 SDRAM Maximum RAM - 4.20 GHz O.C, 4.13 GHz O.C, 4 GHz O.C, 3.60 GH",789.95,ASUS,WS X299 SAGE/10G Workstation,Intel X299,Extended ATX,LGA 2066,,,https://amazon.com/dp/B07GKZ5NRB?tag=pcbuilder00-20
Asus Workstation Pro Intel X299 ATX DDR4-SDRAM Motherboard,537.19,ASUS,90SW0090-M0EAY0,Intel X299,ATX,LGA 2066,,,https://amazon.com/dp/B077Y6CL7B?tag=pcbuilder00-20
"Supermicro MBD-C9X299-PG300-O C9X299-PG300 - Motherboard (USB 3.0, USB 3.1, USB-C, 10 Gigabit LAN, Gigabit LAN, HD Audio (8-channel))",773.99,Supermicro,C9X299-PG300F,Intel X299,ATX,LGA 2066,,,https://amazon.com/dp/B07CBM59NZ?tag=pcbuilder00-20
"ASUS ROG Strix Z690-A Gaming WiFi D4 LGA1700(Intel 12th Gen) ATX Gaming Motherboard(PCIe 5.0,DDR4,16+1 Power Stages,WiFi 6,2.5 Gb LAN,BT v5.2,Thunderbolt 4,4xM.2 and Front USB 3.2 Gen 2x2 Type-C)",279,ASUS,ROG STRIX Z690-A GAMING WIFI D4,Intel Z690,ATX,LGA 1200,,,https://amazon.com/dp/B09J1RM86X?tag=pcbuilder00-20
GIGABYTE Z590 AORUS Master (USB 3.2 Gen2X2 Type-C/Intel WiFi 6E/AQUANTIA 10GbE LAN/Gaming Motherboard),154,Gigabyte,Z590,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B083GTD1N6?tag=pcbuilder00-20
"MSI Z590-A PRO ProSeries Motherboard ATX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, PCIe 4, M.2 Slots, USB 3.2 Gen 2, 2.5G LAN, DP/HDMI",129.99,MSI,Z590-A PRO,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08WC9JSV8?tag=pcbuilder00-20
GIGABYTE Z590 AORUS ULTRA (USB 3.2 Gen2X2 Type-C/ Intel WIFI 6/ 2.5GbE LAN/ Gaming Motherboard),136.95,Gigabyte,Z590,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B083GSV483?tag=pcbuilder00-20
GIGABYTE Z590I Vision D (LGA 1200/ Intel/ Z590/ Mini-ITX/Dual M.2/ PCIe 4.0/ Front USB Type-C/Intel WiFi 6/2.5GbE LAN/Motherboard),299.99,Gigabyte,Z590I,Intel Z590,Mini ITX,LGA 1200,,,https://amazon.com/dp/B097CS4FT9?tag=pcbuilder00-20
GIGABYTE Z590 UD (LGA 1200/ Intel Z590/ ATX/ Triple M.2/ PCIe 4.0/ USB 3.2 Gen 2/ 2.5GbE LAN/ Motherboard),189.99,Gigabyte,Z590,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B083HZ17LX?tag=pcbuilder00-20
GIGABYTE Z590 UD AC (LGA 1200/ Intel Z590/ ATX/Triple M.2/ PCIe 4.0/ USB 3.2 Gen 2/ Intel Wireless-AC/ 2.5GbE LAN/Motherboard),159.99,Gigabyte,Z590 UD AC,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B083HZ6D35?tag=pcbuilder00-20
GIGABYTE Z590 AORUS ELITE (LGA 1200/ Intel Z590/ ATX/ Triple M.2/ PCIe 4.0/ USB 3.2 Gen2X2 Type-C/ 2.5GbE LAN/ Gaming Motherboard),159.99,Gigabyte,Z590 AORUS ELITE,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08WPV5HS7?tag=pcbuilder00-20
GIGABYTE Z590 AORUS ELITE AX LGA 1200/ Intel Z590 ATX/ Triple M.2/ PCIe 4.0/ USB 3.2 Gen2X2 Type-C/ Intel WIFI 6/ 2.5GbE LAN/ Gaming Motherboard,109.99,Gigabyte,Z590 AORUS ELITE AX,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08WP8Q8B7?tag=pcbuilder00-20
GIGABYTE Z590 Vision G LGA 1200/Intel Z590/ATX/3x M.2/PCIe 4.0/USB 3.2 Gen2X2 Type-C/2.5GbE LAN/Motherboard,178,Gigabyte,Z590 VISION G,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08W8PH5B9?tag=pcbuilder00-20
GIGABYTE Z590I AORUS Ultra (LGA 1200/Intel Z590/Mini-ITX/Dual M.2/PCIe 4.0/USB 3.2 Gen2X2 Type-C/Intel WiFi 6/Intel i225V 2.5GbE/ Gaming Motherboard),185.38,Gigabyte,Z590I AORUS ULTRA,Intel Z590,Mini ITX,LGA 1200,,,https://amazon.com/dp/B08W8G5CCC?tag=pcbuilder00-20
GIGABYTE Z590 AORUS PRO AX LGA 1200/Intel Z590/ATX/3x M.2/PCIe 4.0/USB 3.2 Gen2X2 Type-C/Intel WiFi 6/2.5GbE LAN/Gaming Motherboard,143.99,Gigabyte,Z590 AORUS PRO AX,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08W9RG6K5?tag=pcbuilder00-20
"ROG Strix Z590-E Gaming WiFi 6E LGA 1200(Intel 11th/10th Gen) ATX Gaming Motherboard (PCIe 4.0, 14+2 Power Stages, DDR4 5333+, Dual Intel 2.5 Gb LAN,Thunderbolt 4, 4xM.2/NVMe SSD and Aura RGB)",169.99,ASUS,ROG STRIX Z590-E,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08T6HTXF9?tag=pcbuilder00-20
"ASUS Prime Z590-P LGA 1200 (Intel® 11th/10th Gen) ATX Motherboard (PCIe 4.0, 10+1 Power Stages, 3X M.2, 2.5Gb LAN, Front Panel USB 3.2 Gen 2 USB Type-C®, Thunderbolt™ 4 Support)",119.99,ASUS,PRIME Z590-P,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08VGXKB9T?tag=pcbuilder00-20
"ASUS TUF Gaming Z590-Plus WiFi 6 LGA 1200 (Intel 11th/10th Gen) ATX Gaming Motherboard (PCIe 4.0, 3xM.2/NVMe SSD, 14+2 Power Stages, USB 3.2 Front Panel Type-C,2.5Gb LAN, Thunderbolt 4, Aura RGB)",131.88,ASUS,TUF Gaming Z590-Plus WiFi,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08T6H14RR?tag=pcbuilder00-20
"ROG Maximus XIII Hero (WiFi 6E) Z590 LGA 1200(Intel11th/10th Gen) ATX Gaming Motherboard (PCIe 4.0, 14+2 Power Stages, DDR4 5333+",229.99,ASUS,ROG MAXIMUS XIII HERO,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08T6BHQC8?tag=pcbuilder00-20
"ASUS Prime Z590-A LGA 1200 (Intel11th/10th Gen) ATX Motherboard 14+2 DrMOS Power Stages,3X M.2, Intel 2.5 Gb LAN, USB 3.2 Front Panel Type-C",119,ASUS,PRIME Z590-A,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08SYWZW4S?tag=pcbuilder00-20
"ASUS ROG Strix Z590-A Gaming WiFi 6 LGA 1200(Intel 11th/10thGen) ATX White Scheme Gaming Motherboard PCIe 4.0, 14+2 Power Stages, WiFi 6, Intel 2.5 Gb LAN",209.14,ASUS,ROG STRIX Z590-A GAMING WIFI,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08T6C7892?tag=pcbuilder00-20
"MSI Z590 PRO WiFi ProSeries Motherboard ATX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, PCIe 4, M.2 Slots, USB 3.2 Gen 2, 2.5G LAN, DP/HDMI, Wi-Fi 6E",149.99,MSI,Z590PWIFI,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08WBYQQ8C?tag=pcbuilder00-20
"MSI MEG Z590 GODLIKE Gaming Motherboard (E-ATX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, PCIe 4, SLI/CFX, M.2 Slots, Thunderbolt, Wi-Fi 6E, Mystic Light RGB)",599,MSI,MEG Z590 GODLIKE,Intel Z590,Extended ATX,LGA 1200,,,https://amazon.com/dp/B08WCM3CHM?tag=pcbuilder00-20
"ASUS Prime Z590M-PLUS LGA 1200(Intel11th/10th Gen) microATX Motherboard PCIe 4.0, 10 Power Stages, 3X M.2 Slot,Thunderbolt 4 Header,1Gb LAN, SPI-TPM Header,M.2 Socket -Key E Wireless,Aura Sync RGB",134.99,ASUS,PRIME Z590M-PLUS,Intel Z590,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08VLNX5Q9?tag=pcbuilder00-20
"NZXT N7 Z590 - N7-Z59XT-W1 - ATX Gaming Motherboard (Integrated I/O Shield, WiFi 6E connectivity, Bluetooth V5.2, White)",259.90,NZXT,N7-Z59XT-W1,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B094TJSCLX?tag=pcbuilder00-20
"ROG Strix Z590-I Gaming WiFi 6E LGA 1200 (Intel 11th/10th Gen) Mini-ITX Gaming Motherboard (PCIe 4.0, 8+2 Power Stages,Thunderbolt 4 Onboard,2.5 Gb LAN, USB 3.2 Gen 2 Front Panel Type-C,2X M.2 Slots)",319.51,ASUS,ROG STRIX Z590-I GAMING WIFI,Intel Z590,Mini ITX,LGA 1200,,,https://amazon.com/dp/B08VL2GRS9?tag=pcbuilder00-20
NZXT N7 Z590 - N7-Z59XT-B1 - Intel Z590 chipset (Supports 11th Gen CPUs) - ATX Gaming Motherboard - Integrated I/O Shield - WiFi 6E connectivity,299,NZXT,N7-Z59XT-B1,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B094T3N7CY?tag=pcbuilder00-20
"MSI MEG Z590 ACE Gaming Motherboard (ATX, 11th/10th Gen Intel Core, LGA 1200 Socket, SLI/CFX, DDR4, PCIe 4, M.2 Slots, USB 3.2 Gen 2, Wi-Fi 6E, Mystic Light RGB)",269.99,MSI,MSI MEG Z590 ACE,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08WCJRJYD?tag=pcbuilder00-20
"ASUS Prime Z590-V LGA 1200 ATX Motherboard (8+1 Power Stages, 3X M.2, 1Gb LAN, SPI-TPM Header, Thunderbolt™ 4 Support, Aura Sync RGB)",134.99,ASUS,PRIME Z590-V,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B0916P7CP5?tag=pcbuilder00-20
"ASUS Prime Z590-P WiFi LGA 1200 (Intel 11th/10th Gen) ATX Motherboard (PCIe 4.0, 10+1 Power Stages 3X M.2 WiFi 6, 2.5Gb LAN, Front Panel USB 3.2 Gen 2 USB Type-C, Thunderbolt 4 Support Aura Sync RGB)",149.99,ASUS,PRIME Z590-P WIFI,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B093275C7X?tag=pcbuilder00-20
"MSI MAG Z590 Tomahawk WiFi Gaming Motherboard (ATX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, PCIe 4, CFX, M.2 Slots, USB 3.2 Gen 2, Wi-Fi 6E, DP/HDMI, Mystic Light RGB)",149.99,MSI,MAG Z590 TOMAHAWK WIFI,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08WCN4NK5?tag=pcbuilder00-20
"Asus ROG Maximus XIII Extreme (WiFi 6E) Z590 LGA 1200(Intel 11th/10th Gen) EATX Gaming Motherboard PCIe 4.0, 18+2 Power Stages, 5X M.2 Slots, 10 Gb",496,ASUS,ROG MAXIMUS XIII EXTREME,Intel Z590,Extended ATX,LGA 1200,,,https://amazon.com/dp/B0916QXMYX?tag=pcbuilder00-20
ASROCK Z590M-ITX/AX LGA1200/ Intel Z590/ DDR4/ SATA3&USB3.2/ M.2/ WiFi&Bluetooth/Mini-ITX Motherboard,193.02,ASRock,Z590M-ITX/AX,Intel Z590,Mini ITX,LGA 1200,,,https://amazon.com/dp/B08X1MQL1L?tag=pcbuilder00-20
ASROCK Z590M PRO4 LGA1200/ Intel Z590/ DDR4/ SATA3&USB3.2/ M.2/ Micro ATX Motherboard,141.52,ASRock,Z590M PRO4,Intel Z590,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08X15BQC5?tag=pcbuilder00-20
"ASUS ROG Maximus XIII Apex (WiFi 6E) Z590 LGA 1200 ATX Gaming Motherboard (USB 3.2 Gen 2x2, Aura Sync RGB)",369,ASUS,ROG MAXIMUS XIII APEX,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B0916Q713V?tag=pcbuilder00-20
ASROCK Z590 PRO4 Socket LGA1200/ Intel Z590/ DDR4/ Quad CrossFireX/ SATA3&USB3.2/ M.2/ ATX Motherboard,102.12,ASRock,Z590 PRO4,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B08X1X4QFX?tag=pcbuilder00-20
